Authors,Title,Year,Source,ArticleURL,Type,DOI,Cites,GSRank,QueryDate,Database,SearchTerms,RecordID
"N Samudra, M Motes, H Lu, M Sheng…",A pilot study of changes in medial temporal lobe fractional amplitude of low frequency fluctuations after sildenafil administration in patients with Alzheimer's disease,2019,Journal of …,https://content.iospress.com/articles/journal-of-alzheimers-disease/jad190128,,,25,430,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170629
"AK Eskov, TG Elumeeva, VD Leonov, SM Tsurikov…","The Carbon Isotope Composition of Epiphytes Depends Not Only on Their Layers, Life Forms, and Taxonomical Groups but Also on the Carbon and Nitrogen …",2023,Plants,https://www.mdpi.com/2223-7747/12/19/3500,HTML,,0,431,2024-07-11 11:49:47,"google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--rubisco,non-vascular--carbon,non-vascular--carbon,non-vascular--rubisco",170630
"S Nobrega, P Grogan",Landscape and ecosystem-level controls on net carbon dioxide exchange along a natural moisture gradient in Canadian low arctic tundra,2008,Ecosystems,https://link.springer.com/article/10.1007/s10021-008-9128-1,HTML,10.1007/s10021-008-9128-1,111,433,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,nonvascular--albedo,nonvascular--bulkdensity,non-vascular--carbon,non-vascular--carbon,nonvascular--albedo,nonvascular--bulkdensity,sphagnum--albedo,sphagnum--albedo",170632
BC McCampbell,Organismal Composition and Photosynthetic Traits of Biological Soil Crusts In Prairie Ecosystems ofthe Great Plains,2016,,https://scholars.fhsu.edu/theses/36/,,,0,435,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--nitrogen,non-vascular--photosynthesis,nonvascular--nitrogenfixation,non-vascular--carbon,non-vascular--carbon,non-vascular--nitrogen,non-vascular--photosynthesis,nonvascular--nitrogenfixation",170634
"EK Phillips, Y Yanes, K Muruganantham, T Pearce",Dietary Niche Partitioning Among Sympatric Terrestrial Gastropods in a Temperate Woodland,2022,,https://www.researchsquare.com/article/rs-2207716/latest,,,0,438,2024-07-11 11:49:47,"google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--nitrogen,non-vascular--carbon,non-vascular--carbon,non-vascular--nitrogen",170637
"S Hiratsuka, M Suzuki, H Nishimura, K Nada",Fruit photosynthesis in Satsuma mandarin,2015,Plant Science,https://www.sciencedirect.com/science/article/pii/S0168945215300844,,,38,441,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carboxylation,non-vascular--conductance,non-vascular--photosynthesis,nonvascular--albedo,non-vascular--carbon,non-vascular--carbon,non-vascular--carboxylation,non-vascular--conductance,non-vascular--photosynthesis,nonvascular--albedo",170640
"JB Yavitt, CJ Williams, RK Wieder","Production of methane and carbon dioxide in peatland ecosystems across North America: effects of temperature, aeration, and organic chemistry of peat",1997,Geomicrobiology Journal,https://www.tandfonline.com/doi/abs/10.1080/01490459709378054,,10.1080/01490459709378054,186,442,2024-07-11 11:49:47,"google,google,google,google,google,google,scopus,scopus,scopus","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,peat--carbon,peat--carbon,sphagnum--carbon,sphagnum--carbon,sphagnum--soil",170641
"JW Patrick, CE Offler",Post-sieve element transport of photoassimilates in sink regions,1996,Journal of Experimental Botany,https://academic.oup.com/jxb/article-abstract/47/Special_Issue/1165/461047,,,172,443,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--conductance,non-vascular--diffusion,non-vascular--waterpotential,non-vascular--carbon,non-vascular--carbon,non-vascular--conductance,non-vascular--diffusion,non-vascular--waterpotential",170642
B Peatland,The Role of Bog Plants in the Exchange of Carbon Dioxide and Water between the Atmosphere and the Mer,2001,,https://library-archives.canada.ca/eng/services/services-libraries/theses/Pages/item.aspx?idNumber=56108449,,,0,444,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--photosynthetictissue,non-vascular--carbon,non-vascular--carbon,non-vascular--photosynthetictissue,peat--photosynthetictissue,peat--photosynthetictissue,sphagnum--leafarea,sphagnum--leafarea,sphagnum--photosynthetictissue",170643
E Stricker,Context dependency of effect of fungal connections between plants and biocrusts,2019,,https://par.nsf.gov/biblio/10424148,,,1,445,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--chlorophyll,non-vascular--nitrogen,non-vascular--carbon,non-vascular--carbon,non-vascular--chlorophyll,non-vascular--nitrogen",170644
"S Verma, KK Bhakuni","An ecological enumeration of pteridophytic flora from Pithoragarh, Central Himalayan province (UK) India",NA,floraandfona.org.in,http://floraandfona.org.in/Uploaded%20Pdf/282/247-254.pdf,PDF,,0,446,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--nitrogen,nonvascular--phosphorus,non-vascular--carbon,non-vascular--carbon,non-vascular--nitrogen,nonvascular--phosphorus",170645
"T Amano, JS Meyer",Prostaglandin inhibition and cerebrovascular control in patients with headache,1982,Headache: The Journal of Head and Face …,https://headachejournal.onlinelibrary.wiley.com/doi/abs/10.1111/j.1526-4610.1982.hed2202052.x,,10.1111/j.1526-4610.1982.hed2202052.x,35,447,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170646
"JA Villa, B Bernal","Carbon sequestration in wetlands, from science to practice: An overview of the biogeochemical process, measurement methods, and policy framework",2018,Ecological Engineering,https://www.sciencedirect.com/science/article/pii/S0925857417303658,,,208,448,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170647
"SV Jagadish, DA Way, TD Sharkey",Scaling plant responses to high temperature from cell to ecosystem,2021,"Plant, Cell and Environment",https://www.osti.gov/biblio/1809074,,,15,449,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--conductance,non-vascular--photosynthesis,non-vascular--photosystem,non-vascular--rubisco,non-vascular--carbon,non-vascular--carbon,non-vascular--conductance,non-vascular--photosynthesis,non-vascular--photosystem,non-vascular--rubisco",170648
"M Ghouri, R Singh, A Adholeya",centRe foR MycoRRhizal cultuRe collection,NA,Interaction of Chitin-Degrading soil …,https://www.academia.edu/download/47612304/Mycorrhiza_July14_HD.pdf#page=9,PDF,,0,450,2024-07-11 11:49:47,"google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,nonvascular--phosphorus,non-vascular--carbon,non-vascular--carbon,nonvascular--phosphorus",170649
"HN Patel, RR Newhauser, AJ Fernandez…",Atherectomy catheter with serrated cutter,2022,US Patent …,https://patents.google.com/patent/US11399863B2/en,,,22,451,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170650
"AV Brader, JF van Winden, SJP Bohncke, CJ Beets…","Fractionation of hydrogen, oxygen and carbon isotopes in n-alkanes and cellulose of three Sphagnum species",2010,Organic …,https://www.sciencedirect.com/science/article/pii/S0146638010002317,,,46,453,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--rubisco,non-vascular--carbon,non-vascular--carbon,non-vascular--rubisco,pleurozium--rubisco,pleurozium--rubisco,sphagnum--carbon,sphagnum--carbon,sphagnum--rubisco",170652
"OS Olatunji, BJ Ximba, OS Fatoki, BO Opeolu",Assessment of the phytoremediation potential of Panicum maximum (guinea grass) for selected heavy metal removal from contaminated soils,2014,African Journal of …,https://www.ajol.info/index.php/ajb/article/view/119571,,,16,455,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--nitrogen,non-vascular--soil,nonvascular--phosphorus,non-vascular--carbon,non-vascular--carbon,non-vascular--nitrogen,non-vascular--soil,nonvascular--phosphorus",170654
"F Brognara, ISA Felippe, HC Salgado…",Autonomic innervation of the carotid body as a determinant of its sensitivity: implications for cardiovascular physiology and pathology,2021,Cardiovascular …,https://academic.oup.com/cardiovascres/article-abstract/117/4/1015/5896521,,,29,456,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170655
"T Katona, BS Gilfedder, S Frei, M Bücker…",High-resolution induced polarization imaging of biogeochemical carbon turnover hotspots in a peatland,2021,…,https://bg.copernicus.org/articles/18/4039/2021/,HTML,,18,457,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170656
"EF Belshe, EAG Schuur, G Grosse",Quantification of upland thermokarst features with high resolution remote sensing,2013,Environmental Research …,https://iopscience.iop.org/article/10.1088/1748-9326/8/3/035016/meta,,10.1088/1748-9326/8/3/035016,44,459,2024-07-11 11:49:47,"google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,nonvascular--albedo,non-vascular--carbon,non-vascular--carbon,nonvascular--albedo",170658
"AD Sproson, PAEP von Strandmann, D Selby…",Osmium and lithium isotope evidence for weathering feedbacks linked to orbitally paced organic carbon burial and Silurian glaciations,2022,Earth and Planetary …,https://www.sciencedirect.com/science/article/pii/S0012821X21005161,,,22,461,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170660
"PM Lafleur, ER Humphreys",Tundra shrub effects on growing season energy and carbon dioxide exchange,2018,Environmental Research Letters,https://iopscience.iop.org/article/10.1088/1748-9326/aab863/meta,,10.1088/1748-9326/aab863,60,462,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,nonvascular--albedo,nonvascular--percentcover,non-vascular--carbon,non-vascular--carbon,nonvascular--albedo,nonvascular--percentcover",170661
KE Koch,The path of photosynthate translocation into citrus fruit,1984,"Plant, Cell &Environment",https://onlinelibrary.wiley.com/doi/abs/10.1111/1365-3040.ep11571540,,10.1111/1365-3040.ep11571540,50,463,2024-07-11 11:49:47,"google,google,google,google,google,scopus,google,google,google,google,google,scopus","non-vascular--carbon,non-vascular--carbon,non-vascular--conductance,non-vascular--photosynthesis,nonvascular--albedo,nonvascular--albedo,non-vascular--carbon,non-vascular--carbon,non-vascular--conductance,non-vascular--photosynthesis,nonvascular--albedo,nonvascular--albedo",170662
"J Kim, NE Blair, AS Ward, K Goff","Storm-induced dynamics of particulate organic carbon in Clear Creek, Iowa: an intensively managed landscape critical zone observatory story",2020,Frontiers in Water,https://www.frontiersin.org/articles/10.3389/frwa.2020.578261/full,HTML,10.3389/frwa.2020.578261,11,464,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170663
"N Holmstrom, P Hagel, K Nilsson",Implantable medical device including an arrangement for measuring a blood property having a carbon reference electrode,1998,"US Patent 5,728,281",https://patents.google.com/patent/US5728281A/en,,,84,465,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170664
"ZA Mekonnen, WJ Riley, JT Randerson, RF Grant…",Expansion of high-latitude deciduous forests driven by interactions between climate warming and fire,2019,Nature plants,https://www.nature.com/articles/s41477-019-0495-8,,,127,466,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carboxylation,non-vascular--conductance,non-vascular--leafarea,non-vascular--leafmass,non-vascular--nitrogen,non-vascular--phenology,non-vascular--rubisco,nonvascular--albedo,nonvascular--bulkdensity,nonvascular--electrontransport,nonvascular--phosphorus,non-vascular--carbon,non-vascular--carbon,non-vascular--carboxylation,non-vascular--conductance,non-vascular--leafarea,non-vascular--leafmass,non-vascular--nitrogen,non-vascular--phenology,non-vascular--rubisco,nonvascular--albedo,nonvascular--bulkdensity,nonvascular--electrontransport,nonvascular--phosphorus",170665
"A Dabros, HEJ Hammond, J Pinzon, B Pinno…",Edge influence of low-impact seismic lines for oil exploration on upland forest vegetation in northern Alberta (Canada),2017,Forest Ecology and …,https://www.sciencedirect.com/science/article/pii/S0378112717305698,HTML,,64,467,2024-07-11 11:49:47,"google,google,google,google,google,google,scopus,google,google,google,google,google,google,scopus","non-vascular--carbon,non-vascular--carbon,non-vascular--chlorophyll,non-vascular--light,non-vascular--photosynthesis,nonvascular--percentcover,nonvascular--soil,non-vascular--carbon,non-vascular--carbon,non-vascular--chlorophyll,non-vascular--light,non-vascular--photosynthesis,nonvascular--percentcover,nonvascular--soil",170666
"J Paquit, JMM Bulasa","Carbon stock of trees in the lower montane forest of Mt. Kalatungan Range Natural Park in Mindanao, Philippines",2021,Journal of Biodiversity and Environmental …,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4321436,,,3,468,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170667
"OY Goncharova, GV Matyshak, AA Bobrik…",Carbon dioxide production by northern taiga soils of Western Siberia (Nadym site),2014,Earth's …,https://www.researchgate.net/profile/Olga-Goncharova/publication/284167321_CARBON_DIOXIDE_PRODUCTION_BY_NORTHERN_TAIGA_SOILS_OF_WESTERN_SIBERIA_NADYM_SITE/links/564d710b08aeafc2aaafe20d/CARBON-DIOXIDE-PRODUCTION-BY-NORTHERN-TAIGA-SOILS-OF-WESTERN-SIBERIA-NADYM-SITE.pdf,PDF,,11,469,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170668
"KA Byrne, B Chojnicki, TR Christensen, M Drosler…",EU peatlands: Current carbon stocks and trace gas fluxes,2004,,https://scholars.unh.edu/earthsci_facpub/490/,,,169,470,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,nonvascular--bulkdensity,nonvascular--respiration,non-vascular--carbon,non-vascular--carbon,nonvascular--bulkdensity,nonvascular--respiration,peat--carbon,peat--carbon",170669
"J Cesar, K Grice","Molecular fingerprint from plant biomarkers in Triassic-Jurassic petroleum source rocks from the Dampier sub-Basin, Northwest Shelf of Australia",2019,Marine and Petroleum Geology,https://www.sciencedirect.com/science/article/pii/S0264817219303344,,,28,471,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170670
"CT Long, R Luong",Tail mass in a mouse,2009,Lab Animal,https://go.gale.com/ps/i.do?id=GALE%7CA192853363&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=00937355&p=AONE&sw=w,,,2,472,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170671
"S Sassmann, I Lang, M Weidinger, S Wernitznig…",Zinc tolerance of Physcomitrella patens evaluated by X-ray mircoanalysis,NA,academia.edu,https://www.academia.edu/download/71281738/Zinc_tolerance_of_Physcomitrella_patens_20211004-31148-m3jw61.pdf,BOOK,,0,474,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170673
"SR Greenfield, SW Tighe, Y Bai, DS Goerlitz…",Life and its traces in Antarctica's McMurdo Dry Valley paleolakes: a survey of preservation,2020,Micron,https://www.sciencedirect.com/science/article/pii/S0968432819304160,,,6,475,2024-07-11 11:49:47,"google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--desiccation,non-vascular--carbon,non-vascular--carbon,non-vascular--desiccation",170674
"EW Horton, RL Jones","Prostaglandins A1, A2 and 19-hydroxy A1; their actions on smooth muscle and their inactivation on passage through the pulmonary and hepatic portal vascular beds",1969,British Journal of Pharmacology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1703734/,,,148,476,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170675
"E Hänggi, AJ Fleming",Sucrose synthase expression pattern in young maize leaves: implications for phloem transport,2001,Planta,https://link.springer.com/article/10.1007/s00425-001-0680-6,,10.1007/s00425-001-0680-6,39,477,2024-07-11 11:49:47,"google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--photosynthesis,non-vascular--carbon,non-vascular--carbon,non-vascular--photosynthesis",170676
GL Chmura,Tidal salt marshes,2009,The management of natural coastal carbon sinks,https://books.google.com/books?hl=en&lr=&id=NZzlOHYvvO4C&oi=fnd&pg=PA5&dq=%22non+vascular%22+carbon&ots=8gyRjHogpt&sig=EgBlclSlmcibKJCvUH0EK0p_1Lg,,,41,479,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,nonvascular--bulkdensity,nonvascular--bulkdensity,non-vascular--carbon,non-vascular--carbon,nonvascular--bulkdensity,nonvascular--bulkdensity",170678
"C Jacob, A Anwar, T Burkholz",Perspective on recent developments on sulfur-containing agents and hydrogen sulfide signaling,2008,Planta medica,https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0028-1088299,HTML,10.1055/s-0028-1088299,84,480,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170679
"CH Park, CH Kim, LD Tijing, DH Lee, MH Yu…",Preparation and characterization of (polyurethane/nylon-6) nanofiber/ (silicone) film composites via electrospinning and dip-coating,2012,Fibers and …,https://link.springer.com/article/10.1007/s12221-012-0339-x,,10.1007/s12221-012-0339-x,27,481,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170680
"SJ Lee, S Blanchett-Anderson, SG Keep, MB Gasche…",Tripartite factors leading to molecular divergence between human and murine smooth muscle,2020,PloS one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0227672,HTML,,7,483,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170682
"H Mohammed, L Masterson, R Nassif",Out-patient flexible carbon dioxide laser surgery for benign laryngopharyngeal pathologies via transnasal flexible laryngo-oesophagoscopy,2017,The Journal of Laryngology & …,https://www.cambridge.org/core/journals/journal-of-laryngology-and-otology/article/outpatient-flexible-carbon-dioxide-laser-surgery-for-benign-laryngopharyngeal-pathologies-via-transnasal-flexible-laryngooesophagoscopy/C9A473A9F01A247696E871D81581AC58,,,6,484,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170683
MA Kull,"Abundance patterns for vascular epiphytes in a tropical secondary forest, Costa Rica",2007,,https://search.proquest.com/openview/8532e733c319d46e17c4adca2f7bab11/1?pq-origsite=gscholar&cbl=18750,BOOK,,0,485,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--desiccation,non-vascular--leafarea,non-vascular--nitrogen,non-vascular--phenology,nonvascular--percentcover,non-vascular--carbon,non-vascular--carbon,non-vascular--desiccation,non-vascular--leafarea,non-vascular--nitrogen,non-vascular--phenology,nonvascular--percentcover",170684
"YD Adiatma, MR Saltzman, SA Young…",Did early land plants produce a stepwise change in atmospheric oxygen during the Late Ordovician (Sandbian~ 458 Ma)?,2019,Palaeogeography …,https://www.sciencedirect.com/science/article/pii/S0031018219301026,,,20,486,2024-07-11 11:49:47,"google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,nonvascular--phosphorus,non-vascular--carbon,non-vascular--carbon,nonvascular--phosphorus",170685
"CC Davis, Z Xi, S Mathews",Plastid phylogenomics and green plant phylogeny: almost full circle but not quite there,2014,BMC biology,https://link.springer.com/article/10.1186/1741-7007-12-11,HTML,10.1186/1741-7007-12-11,69,487,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170686
"CAE Strömberg, VS Di Stilio, Z Song",Functions of phytoliths in vascular plants: an evolutionary perspective,2016,Functional Ecology,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2435.12692,,10.1111/1365-2435.12692,134,488,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170687
"Z Wan, TJ Algeo, PG Gensel, SE Scheckler…",Environmental influences on the stable carbon isotopic composition of Devonian and Early Carboniferous land plants,2019,Palaeogeography …,https://www.sciencedirect.com/science/article/pii/S0031018218304425,,,18,490,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170689
JA Myburgh,Quantifying cerebral autoregulation in health and disease,2004,Critical care and Resuscitation,https://www.sciencedirect.com/science/article/pii/S144127722300813X,,,17,491,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170690
"JJ Alberts, MT Price, S Lewis",Lignin oxidation product and carbohydrate composition of plant tissues from the South-eastern United States,1991,"Estuarine, Coastal and Shelf Science",https://www.sciencedirect.com/science/article/pii/027277149190054F,,,8,492,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170691
AD Reeves,The use of organic markers in the differentiation of organic inputs to aquatic systems,1995,Physics and Chemistry of the Earth,https://www.sciencedirect.com/science/article/pii/0079194695000151,,,7,493,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170692
"JC Palmaz, CT Boyle",Complaint implantable medical devices and methods of making same,2005,"US Patent 6,936,066",https://patents.google.com/patent/US6936066B2/en,,,332,494,2024-07-11 11:49:47,"google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--diffusion,non-vascular--carbon,non-vascular--carbon,non-vascular--diffusion",170693
"JC Rodríguez-Murillo, G Almendros…",Humic acid composition and humification processes in wetland soils of a Mediterranean semiarid wetland,2017,Journal of Soils and …,https://link.springer.com/article/10.1007/s11368-017-1663-y,HTML,10.1007/s11368-017-1663-y,14,496,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--desiccation,non-vascular--soil,non-vascular--carbon,non-vascular--carbon,non-vascular--desiccation,non-vascular--soil",170695
"D Stoeckel, A Pelton, T Duerig",Self-expanding nitinol stents: material and design considerations,2004,European radiology,https://link.springer.com/article/10.1007/s00330-003-2022-5,HTML,10.1007/s00330-003-2022-5,739,497,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170696
"J Raghunath, J Rollo, KM Sales…",Biomaterials and scaffold design: key to tissue‐engineering cartilage,2007,Biotechnology and …,https://iubmb.onlinelibrary.wiley.com/doi/abs/10.1042/BA20060134,,10.1042/BA20060134,292,498,2024-07-11 11:49:47,"google,google,google,google,google,google,google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--diffusion,non-vascular--nitrogen,non-vascular--watercontent,non-vascular--carbon,non-vascular--carbon,non-vascular--diffusion,non-vascular--nitrogen,non-vascular--watercontent",170697
"EM Keaveney, AD Radbourne, S McGowan…",Source and quantity of carbon influence its sequestration in Rostherne Mere (UK) sediment: a novel application of stepped combustion radiocarbon analysis,2020,Journal of …,https://link.springer.com/article/10.1007/s10933-020-00141-1,HTML,10.1007/s10933-020-00141-1,8,499,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170698
"P Kenrick, CH Wellman…",A timeline for terrestrialization: consequences for the carbon cycle in the Palaeozoic,2012,… Transactions of the …,https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2011.0271,,10.1098/rstb.2011.0271,271,500,2024-07-11 11:49:47,"google,google,google,google","non-vascular--carbon,non-vascular--carbon,non-vascular--carbon,non-vascular--carbon",170699
"J Wolff, V Budker, J Hagstrom, S Monahan, ...",Intravascular delivery of non-viral nucleic acid,2004,US Patent App. 10 …,https://patents.google.com/patent/US20040259828A1/en,,,3,1,2024-07-11 15:33:31,"google,google,google,google,google,google","non-vascular--carboxylation,non-vascular--carboxylation,nonvascular--electrontransport,non-vascular--carboxylation,non-vascular--carboxylation,nonvascular--electrontransport",170700
"MM Blanke, DP Hucklesby, BA Notton",Distribution and physiological significance of photosynthetic phosphoenolpyruvate carboxylase in developing apple fruit,1987,Journal of plant physiology,https://www.sciencedirect.com/science/article/pii/S0176161787800895,,,21,2,2024-07-11 15:33:31,"google,google,google,google,google,google","non-vascular--carboxylation,non-vascular--carboxylation,non-vascular--photosynthesis,non-vascular--carboxylation,non-vascular--carboxylation,non-vascular--photosynthesis",170701
DN Criddle,The cardiovascular effects of long chain acyl carnitines and novel ester derivatives,1990,,https://search.proquest.com/openview/feef3912ed71ea80906cf73d302f05be/1?pq-origsite=gscholar&cbl=2026366&diss=y,BOOK,,0,3,2024-07-11 15:33:31,"google,google,google,google","non-vascular--carboxylation,non-vascular--carboxylation,non-vascular--carboxylation,non-vascular--carboxylation",170702
"T Iwanaga, A Kishimoto",Cellular distributions of monocarboxylate transporters: a review,2015,Biomedical Research,https://www.jstage.jst.go.jp/article/biomedres/36/5/36_279/_article/-char/ja/,,,79,4,2024-07-11 15:33:31,"google,google,google,google","non-vascular--carboxylation,non-vascular--carboxylation,non-vascular--carboxylation,non-vascular--carboxylation",170703
"S Salam, O Gallagher, F Gossiel, M Paggiosi, R Eastell, ...",Vascular calcification relationship to vascular biomarkers and bone metabolism in advanced chronic kidney disease,2021,Bone,https://www.sciencedirect.com/science/article/pii/S8756328220304798,,,34,7,2024-07-11 15:33:31,"google,google,google,google","non-vascular--carboxylation,non-vascular--carboxylation,non-vascular--carboxylation,non-vascular--carboxylation",170706
"Z Dagher, N Ruderman, K Tornheim, Y Ido",The effect of AMP-activated protein kinase and its activator AICAR on the metabolism of human umbilical vein endothelial cells,1999,Biochemical and biophysical …,https://www.sciencedirect.com/science/article/pii/S0006291X99916352,,,120,9,2024-07-11 15:33:31,"google,google,google,google","non-vascular--carboxylation,non-vascular--carboxylation,non-vascular--carboxylation,non-vascular--carboxylation",170708
"M Gianotti, U Fritz",Catheter system for treating vascular and non-vascular diseases,2020,"US Patent 10,632,005",https://patents.google.com/patent/US10632005B2/en,,,17,11,2024-07-11 15:33:31,"google,google,google,google,google,google,google,google,google,google","non-vascular--carboxylation,non-vascular--carboxylation,non-vascular--distribution,non-vascular--light,nonvascular--height,non-vascular--carboxylation,non-vascular--carboxylation,non-vascular--distribution,non-vascular--light,nonvascular--height",170710
"S Hiratsuka, Y Yokoyama, H Nishimura, ...",Fruit photosynthesis and phosphoenolpyruvate carboxylase activity as affected by lightproof fruit bagging in Satsuma mandarin,2012,Journal of the …,https://journals.ashs.org/jashs/view/journals/jashs/137/4/article-p215.xml,HTML,,38,12,2024-07-11 15:33:31,"google,google,google,google,google,google,google,google,google,google,google,google","non-vascular--carboxylation,non-vascular--carboxylation,non-vascular--chlorophyll,non-vascular--photosynthesis,non-vascular--rubisco,nonvascular--albedo,non-vascular--carboxylation,non-vascular--carboxylation,non-vascular--chlorophyll,non-vascular--photosynthesis,non-vascular--rubisco,nonvascular--albedo",170711
