Authors,Title,Year,Source,ArticleURL,Type,DOI,Cites,GSRank,QueryDate,Database,SearchTerms,RecordID
"S Rasmus, R Lundell, T Saarinen","Interactions between snow, canopy, and vegetation in a boreal coniferous forest",2011,Plant Ecology &Diversity,https://www.tandfonline.com/doi/abs/10.1080/17550874.2011.558126,,10.1080/17550874.2011.558126,48,190,2024-07-11 10:55:03,"google,google,scopus,scopus,google,google,scopus,scopus","pleurozium--leafarea,pleurozium--leafarea,pleurozium--distribution,pleurozium--height,pleurozium--leafarea,pleurozium--leafarea,pleurozium--distribution,pleurozium--height",72627
FE Wielgolaski,Functioning of tundra vegetation in relation to life forms,1984,Being alive on land: Proceedings of the International …,https://link.springer.com/content/pdf/10.1007/978-94-009-6578-2_3?pdf=chapter%20toc,,10.1007/978-94-009-6578-2_3,2,200,2024-07-11 10:55:03,"google,google,google,google","pleurozium--leafarea,pleurozium--leafarea,pleurozium--leafarea,pleurozium--leafarea",72637
"R Rieger, J Banasik, M Czarnowski, Z Denisiuk…",Primary production in the Niepolomice forest ecosystems,1984,Forest Ecosystems in …,https://link.springer.com/chapter/10.1007/978-3-642-69802-6_3,,10.1007/978-3-642-69802-6_3,4,24,2024-07-11 13:02:09,"google,google,google,google","pleurozium--leafdensity,pleurozium--leafdensity,pleurozium--leafdensity,pleurozium--leafdensity",72661
JM Kranabetter,Interacting effects of soil nitrogen supply and light availability on understory sapling growth and foliar attributes,2008,,https://open.library.ubc.ca/soa/cIRcle/collections/ubctheses/24/items/1.0066511,,,2,28,2024-07-11 13:02:09,"google,google,google,google,google,google,google,google,google,google","pleurozium--leafdensity,pleurozium--leafdensity,pleurozium--leafmass,pleurozium--quantumyield,pleurozium--rubisco,pleurozium--leafdensity,pleurozium--leafdensity,pleurozium--leafmass,pleurozium--quantumyield,pleurozium--rubisco",72665
"J Castro, R Zamora, JA Hodar, JM Gómez","Ecology of seed germination of Pinus sylvestris L. at its southern, Mediterranean distribution range",2005,Forest Systems,https://fs.revistas.csic.es/index.php/fs/article/view/879,,,53,30,2024-07-11 13:02:09,"google,google,google,google","pleurozium--leafdensity,pleurozium--leafdensity,pleurozium--leafdensity,pleurozium--leafdensity",72667
"R Landry, RA Fournier, FJ Ahern…",Tree vectorization: a methodology to characterize fine tree architecture in support of remote sensing models,1997,Canadian journal of …,https://www.tandfonline.com/doi/abs/10.1080/07038992.1997.10855192,,10.1080/07038992.1997.10855192,15,31,2024-07-11 13:02:09,"google,google,google,google","pleurozium--leafdensity,pleurozium--leafdensity,pleurozium--leafdensity,pleurozium--leafdensity",72668
MA Nason,Decomposition of tree leaf litter and formation of soil organic matter,2004,,https://search.proquest.com/openview/7e74aaf81dd87fd66f43f9fdf2f44310/1?pq-origsite=gscholar&cbl=51922&diss=y,BOOK,,0,41,2024-07-11 13:02:09,"google,google,google,google,google,google","pleurozium--leafdensity,pleurozium--leafdensity,pleurozium--leafmass,pleurozium--leafdensity,pleurozium--leafdensity,pleurozium--leafmass",72678
"A Shevtsova, MC Nilsson, C Gallet, O Zackrisson…",Effects of long‐term alleviation of nutrient limitation on shoot growth and foliar phenolics of Empetrum hermaphroditum,2005,Oikos,https://nsojournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.0030-1299.2005.13524.x,,10.1111/j.0030-1299.2005.13524.x,20,42,2024-07-12 08:35:22,"google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--phenology,pleurozium--leafmass,pleurozium--leafmass,pleurozium--phenology",72721
"DNL Menge, W Troy Baisden, SJ Richardson…",Declining foliar and litter δ.,2011,New …,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=0028646X&AN=60505950&h=%2B5JfMo1SJQYLeSFgUBYc76%2BrBM7YEaqhAGGa2zu%2BlivzDJSVas88SYAiUIDf58S8gjMAxOYLEGkQHw6i2rStZw%3D%3D&crl=c,,,0,43,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72722
"WA Stoner, P Miller, PC Miller",Seasonal dynamics and standing crops of biomass and nutrients in a subarctic tundra vegetation,1982,Ecography,https://nsojournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-0587.1982.tb01033.x,,10.1111/j.1600-0587.1982.tb01033.x,18,45,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72724
"JJ Atwood, WR Buck",Recent literature on bryophytes—123 (2),2020,The Bryologist,https://www.jstor.org/stable/27102935,,,1,49,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72728
"MJ Gundale, J Sverker, BR Albrectsen, MC Nilsson…",Variation in protein complexation capacity among and within six plant species across a boreal forest chronosequence,2010,Plant Ecology,https://link.springer.com/article/10.1007/s11258-010-9787-9,HTML,10.1007/s11258-010-9787-9,27,52,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72731
"B Woziwoda, MK Dyderski, AM Jagodziński",Forest land use discontinuity and northern red oak Quercus rubra introduction change biomass allocation and life strategy of lingonberry Vaccinium vitis-idaea,2021,Forest Ecosystems,https://link.springer.com/article/10.1186/s40663-021-00287-y,HTML,10.1186/s40663-021-00287-y,8,58,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72737
"JS Pfadenhauer, FA Klötzli, JS Pfadenhauer…",Vegetation of the Boreal (Cold–Temperate) Zone,2020,… Ecology and distribution,https://link.springer.com/chapter/10.1007/978-3-030-49860-3_13,,10.1007/978-3-030-49860-3_13,5,63,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72742
"MC Nilsson, O Zackrisson, O Sterner, A Wallstedt",Characterisation of the differential interference effects of two boreal dwarf shrub species,2000,Oecologia,https://link.springer.com/article/10.1007/s004420050997,,10.1007/s004420050997,133,66,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72745
"SM Natali, EAG Schuur, RL Rubin",Increased plant productivity in Alaskan tundra as a result of experimental warming of soil and permafrost,2012,Journal of ecology,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2745.2011.01925.x,,10.1111/j.1365-2745.2011.01925.x,383,70,2024-07-12 08:35:22,"google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--phenology,pleurozium--leafmass,pleurozium--leafmass,pleurozium--phenology",72749
"LO Björn, TV Callaghan, I Johnsen, JA Lee…",The effects of UV-B radiation on European heathland species,1997,UV-B and …,https://link.springer.com/chapter/10.1007/978-94-011-5718-6_23,,10.1007/978-94-011-5718-6_23,146,73,2024-07-12 08:35:22,"google,google,google,google,google,google,google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafthickness,pleurozium--phenology,pleurozium--photosystem,pleurozium--quantumyield,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafthickness,pleurozium--phenology,pleurozium--photosystem,pleurozium--quantumyield",72752
T MOLS,Structural indices for plant rnetapopulation studie's: An example using L. metapopuIation,NA,balticforestry.lammc.lt,https://balticforestry.lammc.lt/bf/PDF_Articles/98-4[2]/Structural%20indices%20for%20plant%20metapopulation%20studies.pdf,PDF,,0,85,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72764
"P Kauppi, P Hari, S Kellomäki",A discrete time model for succession of ground cover communities after clear cutting,1978,Oikos,https://www.jstor.org/stable/3543528,,,18,92,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72771
"T Silfver, L Heiskanen, M Aurela, K Myller…",Insect herbivory dampens Subarctic birch forest C sink response to warming,2020,Nature …,https://www.nature.com/articles/s41467-020-16404-4,HTML,,23,93,2024-07-12 08:35:22,"google,google,google,google,google,google,scopus,scopus,scopus,scopus","pleurozium--leafmass,pleurozium--leafmass,pleurozium--photosystem,pleurozium--leafmass,pleurozium--leafmass,pleurozium--photosystem,sphagnum--chlorophyll,sphagnum--chlorophyll,sphagnum--photosynthesis,sphagnum--photosystem",72772
"P Hari, M Salkinoja-Salonen, J Liski, A Simojoki…",9.1 Growth and Development of Forest Ecosystems; the MicroForest Model,2008,,https://link.springer.com/content/pdf/10.1007/978-1-4020-8718-9_9?pdf=chapter%20toc,,10.1007/978-1-4020-8718-9_9,14,96,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72775
"B Woziwoda, MK Dyderski, A Gręda…",Verified hypotheses on the “nurse” and “burial” effects on introduced Quercus rubra regeneration in a mesic Scots pine forest,2024,Ecology and …,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.11185,,10.1002/ece3.11185,0,98,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72777
"J Paal, E Fremstad, T Möls",Responses of the Norwegian alpine Betula nana community to nitrogen fertilization,1997,Canadian Journal of Botany,https://cdnsciencepub.com/doi/abs/10.1139/b97-013,,10.1139/b97-013,21,99,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72778
LV Parkinson,Spatial Variation in Blueberry (Vaccinium Uliginosum) and Lingonberry (Vaccinium Vitis-idaea) Fruit Production in Interior Alaska,2019,,https://search.proquest.com/openview/97d410b1d89016457f144edde5d2cb0b/1?pq-origsite=gscholar&cbl=18750&diss=y,BOOK,,0,100,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72779
"S Fesenko, S Spridonov, S Geras' kin",Radiation effects in the forest ecosystems: Acute irradiation,2022,Journal of Environmental …,https://www.sciencedirect.com/science/article/pii/S0265931X22000996,,,5,101,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72780
S Kellomäki,Planting in Management for Regrowth,2022,Management of Boreal Forests: Theories and …,https://link.springer.com/chapter/10.1007/978-3-030-88024-8_11,,10.1007/978-3-030-88024-8_11,0,104,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72783
"N Thiffault, NJ Fenton, AD Munson, F Hébert…",Managing understory vegetation for maintaining productivity in black spruce forests: a synthesis within a multi-scale research model,2013,Forests,https://www.mdpi.com/1999-4907/4/3/613,HTML,,43,105,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72784
"A Vanhatalo, J Aalto, T Chan, T Hölttä…",Scots pine stems as dynamic sources of monoterpene and methanol emissions,2020,Frontiers in Forests …,https://www.frontiersin.org/articles/10.3389/ffgc.2019.00095/full,HTML,10.3389/ffgc.2019.00095,12,106,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72785
"D Lindenmayer, P Zylstra",Identifying and managing disturbance‐stimulated flammability in woody ecosystems,2024,Biological Reviews,https://onlinelibrary.wiley.com/doi/abs/10.1111/brv.13041,,10.1111/brv.13041,6,111,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72790
"R AERTS, R BOBBINK","“Department of Plant Ecology and Evolutionary Biology, Utrecht University",NA,researchgate.net,https://www.researchgate.net/profile/Roland-Bobbink/publication/230604048_The_Impact_of_Atmospheric_Nitrogen_Deposition_on_Vegetation_Processes_in_Terrestrial_Non-Forest_Ecosystems/links/573f0d4f08ae9ace8413390c/The-Impact-of-Atmospheric-Nitrogen-Deposition-on-Vegetation-Processes-in-Terrestrial-Non-Forest-Ecosystems.pdf,PDF,,0,112,2024-07-12 08:35:22,"google,google,google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--nutrientresorption,pleurozium--leafmass,pleurozium--leafmass,pleurozium--nutrientresorption,sphagnum--nutrientresorption,sphagnum--nutrientresorption",72791
"HG Cumming, CP Kelly…",Effects of conifer release with Vision®(Glyphosate) on moose forage quality,1995,Alces: A Journal …,https://www.alcesjournal.org/index.php/alces/article/view/909,,,9,115,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72794
"TE Dawson, S Mambelli, AH Plamboeck…",Stable isotopes in plant ecology,2002,Annual review of …,https://www.annualreviews.org/content/journals/10.1146/annurev.ecolsys.33.020602.095451,,10.1146/annurev.ecolsys.33.020602.095451,2315,120,2024-07-12 08:35:22,"google,google,google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafthickness,pleurozium--rubisco,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafthickness,pleurozium--rubisco",72799
H Persson,"Deciduous woodland at Andersby, Eastern Sweden: Field-layer and below-ground production",1975,,https://www.diva-portal.org/smash/get/diva2:565537/FULLTEXT01.pdf,PDF,,54,122,2024-07-12 08:35:22,"google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--phenology,pleurozium--leafmass,pleurozium--leafmass,pleurozium--phenology",72801
"T Räisänen, A Ryyppö, S Kellomäki",Monoterpene emission of a boreal Scots pine (Pinus sylvestris L.) forest,2009,Agricultural and forest meteorology,https://www.sciencedirect.com/science/article/pii/S0168192308003122,,,77,124,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72803
"L Moberg, L Hubbard, R Avila, L Wallberg, E Feoli…",An integrated approach to radionuclide flow in semi-natural ecosystems underlying exposure pathways to man. Final report of the LANDSCAPE project,1999,,https://www.osti.gov/etdeweb/biblio/20061781,,,17,129,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72808
"DV Karelin, DG Zamolodchikov, NV Zukert…",Interannual changes in PAR and soil moisture during warm season may be more important than temperature fluctuations in directing annual carbon balance in Tundra,2013,Biology Bulletin …,https://link.springer.com/article/10.1134/S2079086413050058,,10.1134/S2079086413050058,7,130,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72809
"R Hyvönen, S Ladanai, T Persson, P Eliasson, S Linder…",Is site productivity permanently changed by repeated fertilisation?,2010,,https://www.academia.edu/download/41407633/Is_site_productivity_permanently_changed20160122-8918-1wfuw96.pdf,PDF,,0,132,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72811
"Y Kim, H Kobayashi, S Nagai, M Ueyama…",Boreal forest and forest fires,2021,Arctic hydrology …,https://link.springer.com/chapter/10.1007/978-3-030-50930-9_21,,10.1007/978-3-030-50930-9_21,4,133,2024-07-12 08:35:22,"google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--phenology,pleurozium--leafmass,pleurozium--leafmass,pleurozium--phenology",72812
"A Kännaste, L Copolovici, L Pazouki…",Highly variable chemical signatures over short spatial distances among Scots pine (Pinus sylvestris) populations,2013,Tree …,https://academic.oup.com/treephys/article-abstract/33/4/374/1716982,,,34,136,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72815
E Essery,The Role of Alnus viridis ssp. crispa (Ait.) Pursh (green alder) in Boreal Jack Pine Forests in Southeastern Manitoba.,2010,,https://mspace.lib.umanitoba.ca/handle/1993/3950,,,1,137,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72816
"F Isselin-Nondedeu, T Spiegelberger",Alpine grasslands: changes of plant species composition and functional types after restoration and simulation of climate changes,2014,Grassland biodiversity and …,https://www.academia.edu/download/48463507/Biodiversity_NOVA_Pierre_Cardol.pdf#page=229,PDF,,4,138,2024-07-12 08:35:22,"google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--NA,pleurozium--leafmass,pleurozium--leafmass,pleurozium--NA",72817
K Aun,Short-term effect of felling on carbon fluxes and storages in different Estonian forest ecosystems,2021,,https://dspace.emu.ee/handle/10492/6941?locale-attribute=et,,,0,139,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72818
TB Gartner,Multi-species interactions in Northeastern forest ecosystems: Decomposition dynamics in red oak and sugar maple leaf mixtures,2003,,https://search.proquest.com/openview/097f9ad3b3aa2b70fe3ddce4afa9f183/1?pq-origsite=gscholar&cbl=18750&diss=y,BOOK,,0,140,2024-07-12 08:35:22,"google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafthickness,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafthickness",72819
R Paquin,Croissance et écophysiologie comparées de marcottes d'épinette noire.,NA,central.bac-lac.gc.ca,https://central.bac-lac.gc.ca/.item?id=NQ31503&op=pdf&app=Library&oclc_number=1237266169,PDF,,0,141,2024-07-12 08:35:22,"google,google,google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--rubisco,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--rubisco",72820
"K Lorenz, R Lal, K Lorenz, R Lal",Carbon dynamics and pools in major forest biomes of the world,2010,Carbon sequestration in forest …,https://link.springer.com/chapter/10.1007/978-90-481-3266-9_4,,10.1007/978-90-481-3266-9_4,14,142,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72821
I Franiel,"The biology and ecology of"" Betula pendula"" Roth on post-industrial waste dumping grounds: the variability range of life history traits",2012,,https://rebus.us.edu.pl/handle/20.500.12128/4590,BOOK,,3,144,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72823
R Ubhi,Nitrogen form uptake capacities by arbuscular mycorrhizae and ectomycorrhizae,2017,,http://dspace.library.uvic.ca/handle/1828/8511,,,1,145,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72824
"H Walter, SW Breckle, H Walter, SW Breckle",Ecological Aspects of Assimilation and Primary Production in Humid and Arid Areas,1985,Ecological Systems of the …,https://link.springer.com/chapter/10.1007/978-3-662-02437-9_6,,10.1007/978-3-662-02437-9_6,0,146,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72825
"FK Holtmeier, FK Holtmeier",Selected Landscapes Under the Influence of Wild Herbivorous Mammals,2015,Animals' Influence on the Landscape and …,https://link.springer.com/chapter/10.1007/978-94-017-9294-3_3,,10.1007/978-94-017-9294-3_3,1,149,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72828
"GI Ågren, FO Andersson",Terrestrial ecosystem ecology: principles and applications,2011,,https://books.google.com/books?hl=en&lr=&id=OoAhAwAAQBAJ&oi=fnd&pg=PR7&dq=pleurozium+%22leaf+mass%22&ots=eRh3I5yF6q&sig=9Lj05vVgErJ7ae-l5d6CgdyUdOo,BOOK,,67,151,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72830
"C Leuschner, H Ellenberg, C Leuschner…",Dwarf Shrub Heaths and Nardus Grasslands,2017,Ecology of Central …,https://link.springer.com/chapter/10.1007/978-3-319-43048-5_6,,10.1007/978-3-319-43048-5_6,8,152,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72831
AS Marsh,The functional role of Equisetum in nutrient cycling and maintaining the primary productivity of an Alaskan shrub wetland,1996,,https://search.proquest.com/openview/f7589b02da1b5283b58cb47cc1c27369/1?pq-origsite=gscholar&cbl=18750&diss=y,BOOK,,4,154,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72833
"KM Zielińska, M Staniaszek-Kik, M Misztal",VASCULAR PLANTS AND BRYOPHYTES IN MANAGED FORESTS--ANALYSIS OF THE IMPACT OF THE OLD DITCHES ON THE SPECIES DIVERSITY …,2017,Applied Ecology & …,http://epa.niif.hu/02500/02583/00049/pdf/EPA02583_applied_ecology_2017_03_13751392.pdf,PDF,,7,155,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72834
T Milićević,An integrated approach to the investigation of potentially toxic elements and magnetic particles in the soil− plant− air system: bioavailability and biomonitoring,2018,,https://www.researchgate.net/profile/Tijana-Milicevic/publication/338241589_An_integrated_approach_to_the_investigation_of_potentially_toxic_elements_and_magnetic_particles_in_the_soil-plant-air_system_bioavailability_and_biomonitoring/links/6192db5fd7d1af224bf4a9fe/An-integrated-approach-to-the-investigation-of-potentially-toxic-elements-and-magnetic-particles-in-the-soil-plant-air-system-bioavailability-and-biomonitoring.pdf,PDF,,5,157,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72836
"H Walter, SW Breckle, H Walter, SW Breckle",Zonobiome VIII of the Boreal Conifer Zone (Taiga) of Euro-Siberia,1989,Ecological Systems of the …,https://link.springer.com/chapter/10.1007/978-3-642-70160-3_8,,10.1007/978-3-642-70160-3_8,0,159,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72838
"DE Golovatskaya, DA Sirin",Ecosystem of a mesooligotrophic peatland in northwestern Russia: develop ment,2016,,https://www.researchgate.net/profile/Julia-Schneider-15/publication/314260374_ECOSYSTEM_OF_A_MESOOLIGOTROPHIC_PEATLAND_IN_NORTHWESTERN_RUSSIA_development_structure_and_function/links/58be7dd8a6fdcc983144fe67/ECOSYSTEM-OF-A-MESOOLIGOTROPHIC-PEATLAND-IN-NORTHWESTERN-RUSSIA-development-structure-and-function.pdf,PDF,,0,160,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72839
"J Pospíšilová, J Solárová",Water-in-plants bibliography,1979,Water-in-Plants Bibliography: References no …,https://link.springer.com/content/pdf/10.1007/978-94-015-6945-3_1.pdf,,10.1007/978-94-015-6945-3_1,2,161,2024-07-12 08:35:22,"google,google,google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--photosynthetictissue,pleurozium--waterpotential,pleurozium--leafmass,pleurozium--leafmass,pleurozium--photosynthetictissue,pleurozium--waterpotential",72840
TD Milićević,An integrated approach to the investigation of potentially toxic elements and magnetic particles in the soil-plant-air system,2018,Универзитет у Београду,https://nardus.mpn.gov.rs/handle/123456789/11169,,,0,163,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72842
"DT Price, RI Alfaro, KJ Brown…",Anticipating the consequences of climate change for Canada's boreal forest ecosystems,2013,Environmental …,https://cdnsciencepub.com/doi/abs/10.1139/er-2013-0042,,10.1139/er-2013-0042,632,166,2024-07-12 08:35:22,"google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--rubisco,pleurozium--leafmass,pleurozium--leafmass,pleurozium--rubisco",72845
S Karlqvist,Applicability of optical moisture data in detecting moisture content in Sphagnum species,2023,,https://aaltodoc.aalto.fi/items/60ef5021-f1e6-441e-a7be-b4fff5dffc72,,,0,167,2024-07-12 08:35:22,"google,google,google,google,google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--photosynthetictissue,pleurozium--leafmass,pleurozium--leafmass,pleurozium--photosynthetictissue,sphagnum--leafmass,sphagnum--leafmass,sphagnum--phenology,sphagnum--photosynthetictissue",72846
T Takala,Bryophytes in semi-natural rural biotopes,2015,,https://dspace.uef.fi/bitstream/handle/123456789/14970/urn_isbn_978-952-61-1761-4.pdf?sequence=1&isAllowed=y,BOOK,,3,168,2024-07-12 08:35:22,"google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,syntrichia--leafmass,syntrichia--leafmass",72847
WK Hicks,The importance to upland vegetation of enhanced nitrogen deposition at high altitude,1996,,https://search.proquest.com/openview/13c1ad321086f1d68ecb9d32e113d387/1?pq-origsite=gscholar&cbl=51922&diss=y,BOOK,,3,169,2024-07-12 08:35:22,"google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafthickness,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafthickness",72848
MS Hand,Does the restoration of shallow marginal peatlands impact on the distribution and abundance of Bog Asphodel?,2020,,https://search.proquest.com/openview/f110c730c374935c9bcbb0e4ae042822/1?pq-origsite=gscholar&cbl=2026366&diss=y,BOOK,,1,170,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72849
FS Chapin III,Nitrogen and phosphorus nutrition and nutrient cycling by evergreen and deciduous understory shrubs in an Alaskan black spruce forest,1983,Canadian Journal of Forest Research,https://cdnsciencepub.com/doi/abs/10.1139/x83-107,,10.1139/x83-107,111,171,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72850
G Houle,Trade-off between growth ability and stress tolerance in Leymus mollis (Poaceae) along a subarctic coastal dune sequence in northern Quebec,2002,Canadian journal of Botany,https://cdnsciencepub.com/doi/abs/10.1139/b02-073,,10.1139/b02-073,9,172,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72851
"L Hallik, O Kull, T Nilson, J Peñuelas",Spectral reflectance of multispecies herbaceous and moss canopies in the boreal forest understory and open field,2009,Canadian Journal of …,https://www.tandfonline.com/doi/abs/10.5589/m09-040,,10.5589/m09-040,20,173,2024-07-12 08:35:22,"google,google,google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--quantumyield,pleurozium--leafmass,pleurozium--leafmass,pleurozium--quantumyield",72852
"AG Mugasha, DJ Pluth…",Foliar responses of tamarack and black spruce to drainage and fertilization of a minerotrophic peatland,1993,Canadian Journal of Forest …,https://cdnsciencepub.com/doi/abs/10.1139/x93-024,,10.1139/x93-024,26,174,2024-07-12 08:35:22,"google,google,google,google","pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass,pleurozium--leafmass",72853
