"","Authors","Title","Year","Source","ArticleURL","Type","DOI","Cites","GSRank","QueryDate","Database","SearchTerms","RecordID"
"3348","JA Blasco, DC Jordan","Nitrogen fixation in the muskeg ecosystem of the James Bay Lowlands, Northern Ontario",1976,"Canadian Journal of Microbiology","https://cdnsciencepub.com/doi/abs/10.1139/m76-130","","10.1139/m76-130",42,140,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4131
"3349","DO Alvarenga, K Rousk","Indirect effects of climate change inhibit N2 fixation associated with the feathermoss Hylocomium splendens in subarctic tundra",2021,"Science of the Total Environment","https://www.sciencedirect.com/science/article/pii/S0048969721037487","HTML","",18,142,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4133
"3350","CA Pérez, FM Thomas, WA Silva, R Aguilera…","Biological nitrogen fixation in a post-volcanic chronosequence from south-central Chile",2017,"Biogeochemistry","https://link.springer.com/article/10.1007/s10533-016-0285-6","HTML","10.1007/s10533-016-0285-6",17,143,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4134
"3351","MA Line","Nitrogen fixation in the sub-Antarctic Macquarie Island",1992,"Polar Biology","https://link.springer.com/article/10.1007/BF00237954","","10.1007/BF00237954",28,144,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4135
"3352","FM Soper, C Simon, V Jauss","Measuring nitrogen fixation by the acetylene reduction assay (ARA): is 3 the magic ratio?",2021,"Biogeochemistry","https://link.springer.com/article/10.1007/s10533-021-00761-3?wt_mc=Internal.Event.1.SEM.ArticleAuthorOnlineFirst&utm_source=ArticleAuthorOnlineFirst&utm_medium=email&utm_content=AA_en_06082018&ArticleAuthorOnlineFirst_20210211","","10.1007/s10533-021-00761-3",38,145,"2024-07-03 09:47:20","google,scopus","moss*--nitrogenfixation,moss*--nitrogenfixation",4136
"3353","DM Chapin, LC Bliss, LJ Bledsoe","Environmental regulation of nitrogen fixation in a high arctic lowland ecosystem",1991,"Canadian Journal of Botany","https://cdnsciencepub.com/doi/abs/10.1139/b91-345","","10.1139/b91-345",161,146,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4137
"3354","T Nakatsubo, Y Ino","Nitrogen cycling in an Antarctic ecosystem. 1. Biological nitrogen fixation in the vicinity of Syowa Station",1986,"Memoirs of National Institute of Polar …","https://nipr.repo.nii.ac.jp/records/710","","",20,147,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4138
"3355","DNL Menge, LO Hedin","Nitrogen fixation in different biogeochemical niches along a 120 000‐year chronosequence in New Zealand",2009,"Ecology","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/08-0877.1","","10.1890/08-0877.1",177,148,"2024-07-03 09:47:20","google,scopus","moss*--nitrogenfixation,moss*--nitrogenfixation",4139
"3356","E Van Den Elzen, MAR Kox, SF Harpenslager…","Symbiosis revisited: phosphorus and acid buffering stimulate N2 fixation but not Sphagnum growth",2017,"…","https://bg.copernicus.org/articles/14/1111/2017/","","",30,149,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4140
"3357","CY PI, X LIU, Z WANG, WK BAO","Bryophyte-cyanobacteria symbioses and their nitrogen fixation capacity—A review",2018,"Chinese Journal of Plant …","https://www.plant-ecology.com/EN/Y2018/V42/I4/407","","",4,151,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4142
"3358","JW Millbank","The assessment of nitrogen fixation and throughput by lichens: III. Losses of nitrogenous compounds by Peltigera membranacea, P. Polydactyla and Lobaria …",1982,"New Phytologist","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1982.tb03380.x","","10.1111/j.1469-8137.1982.tb03380.x",40,153,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4144
"3359","A Bragina, S Maier, C Berg, H Müller…","Similar Diversity of Alphaproteobacteria and Nitrogenase Gene Amplicons on Two Related Sphagnum Mosses",2012,"Frontiers in …","https://www.frontiersin.org/articles/10.3389/fmicb.2011.00275/full","HTML","10.3389/fmicb.2011.00275",83,154,"2024-07-03 09:47:20","google,scopus","moss*--nitrogenfixation,moss*--nitrogenfixation",4145
"3360","Y Zhao, M Xu, J Belnap","Potential nitrogen fixation activity of different aged biological soil crusts from rehabilitated grasslands of the hilly Loess Plateau, China",2010,"Journal of Arid Environments","https://www.sciencedirect.com/science/article/pii/S0140196310001047","","",103,155,"2024-07-03 09:47:20","google,scopus,scopus","moss*--nitrogenfixation,moss*--communitycomposition,moss*--nitrogenfixation",4146
"3361","HM Brasell, SK Daviesandj, P Mattay","Nitrogen fixation associated with bryophytes colonizing burnt sites in Southern Tasmania, Australia",1986,"Journal of bryology","https://www.tandfonline.com/doi/abs/10.1179/jbr.1986.14.1.139","","10.1179/jbr.1986.14.1.139",33,156,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4147
"3362","A Davey","Effects of abiotic factors on nitrogen fixation by blue-green algae in Antarctica",1983,"Polar Biology","https://link.springer.com/article/10.1007/BF00303174","","10.1007/BF00303174",45,158,"2024-07-03 09:47:20","google,scopus","moss*--nitrogenfixation,moss*--nitrogenfixation",4149
"3363","KA Dynarski, BZ Houlton","Nutrient limitation of terrestrial free‐living nitrogen fixation",2018,"New Phytologist","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/nph.14905","","10.1111/nph.14905",148,159,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4150
"3364","A Mishra, S Rajput, PS Gupta, V Goyal, S Singh…","Role of cyanobacteria in Rhizospheric nitrogen fixation",2021,"Soil Nitrogen …","https://link.springer.com/chapter/10.1007/978-3-030-71206-8_25","","10.1007/978-3-030-71206-8_25",6,160,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4151
"3365","M Zheng, H Chen, D Li, Y Luo, J Mo","Substrate stoichiometry determines nitrogen fixation throughout succession in southern Chinese forests",2020,"Ecology Letters","https://onlinelibrary.wiley.com/doi/abs/10.1111/ele.13437","","10.1111/ele.13437",62,161,"2024-07-03 09:47:20","google,scopus","moss*--nitrogenfixation,moss*--nitrogenfixation",4152
"3366","W Borken, MA Horn, S Geimer, NAB Aguilar…","Associative nitrogen fixation in nodules of the conifer Lepidothamnus fonkii (Podocarpaceae) inhabiting ombrotrophic bogs in southern Patagonia",2016,"Scientific Reports","https://www.nature.com/articles/srep39072","HTML","",20,163,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4154
"3367","J Zheng, D Zhang, H Li, C Peng, Y Liu, D Li","Rhizoid-Associated Cyanobacteria are the Main Contributors to the Biological Fixation of Nitrogen In Restored Moss Crust",NA,"Available at SSRN 4577647","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4577647","","",0,164,"2024-07-03 09:47:20","google,google,google,google","moss*--nitrogenfixation,moss*--nitrogenfixation,moss*--rhizoid,moss*--rhizoid",4155
"3368","M Arróniz-Crespo, J Bougoure, DV Murphy…","Revealing the transfer pathways of cyanobacterial-fixed N into the boreal forest through the feather-moss microbiome",2022,"Frontiers in plant …","https://www.frontiersin.org/articles/10.3389/fpls.2022.1036258/full","HTML","10.3389/fpls.2022.1036258",2,165,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4156
"3369","M Zielke, AS Ekker, RA Olsen, S Spjelkavik…","The influence of abiotic factors on biological nitrogen fixation in different types of vegetation in the High Arctic, Svalbard",2002,"Arctic, Antarctic, and …","https://www.tandfonline.com/doi/abs/10.1080/15230430.2002.12003497","","10.1080/15230430.2002.12003497",100,167,"2024-07-03 09:47:20","google,scopus,scopus","moss*--nitrogenfixation,moss*--nitrogenfixation,moss*--watercontent",4158
"3370","ULF Granhall, AV Hofsten","Nitrogenase activity in relation to intracellular organisms in Sphagnum mosses.",1976,"Physiologia Plantarum","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00319317&AN=13069024&h=96NqNJsXccHMVIPxOLo7bkzjjb3IKCFFLlBjpr74%2FXz0jG%2BFANeoY9sbMnyhACeR99kpnbrhgOasX%2F8sNro7nQ%3D%3D&crl=c","","",89,169,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4160
"3371","M Zheng, Z Zhou, Y Luo, P Zhao…","Global pattern and controls of biological nitrogen fixation under nutrient enrichment: A meta‐analysis",2019,"Global Change Biology","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.14705","","10.1111/gcb.14705",132,170,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4161
"3372","T Živković","Biological nitrogen fixation in ombrotrophic peatlands",2019,"","https://search.proquest.com/openview/eea35f043122741ec111f8ad1687f7c8/1?pq-origsite=gscholar&cbl=18750&diss=y","BOOK","",1,173,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4164
"3373","NR Thorp, MA Vile, R Wieder","Novel labeling technique illustrates transfer of 15N2 from Sphagnum moss to vascular plants via diazotrophic nitrogen fixation",2013,"AGU Fall Meeting Abstracts","https://ui.adsabs.harvard.edu/abs/2013AGUFM.B23E0592T/abstract","","",0,174,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4165
"3374","L Van Langenhove, T Depaepe, LT Verryckt…","Comparable canopy and soil free-living nitrogen fixation rates in a lowland tropical forest",2021,"Science of the Total …","https://www.sciencedirect.com/science/article/pii/S0048969720357314","","",13,175,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4166
"3375","A Permin, AB Horwath, DB Metcalfe, L Maccario…","Moss-Associated Nitrogen Fixation Activity and Bacterial Communities Differ between Tropical and Boreal Forests and Respond Differently to Climate Change",NA,"Available at SSRN …","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4772504","","",0,176,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4167
"3376","H Gustafsson","The effect of moisture, litter and stand age on N fixation in the feathermoss, Pleurozium schreberi",2008,"","https://stud.epsilon.slu.se/12191/","","",0,177,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4168
"3377","MJ Gundale, DA Wardle, MC Nilsson","Vascular plant removal effects on biological N fixation vary across a boreal forest island gradient",2010,"Ecology","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/09-0709.1","","10.1890/09-0709.1",59,178,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4169
"3378","D Warshan, G Bay, N Nahar, DA Wardle…","Seasonal variation in nifH abundance and expression of cyanobacterial communities associated with boreal feather mosses",2016,"The ISME …","https://academic.oup.com/ismej/article-abstract/10/9/2198/7538236","","",79,179,"2024-07-03 09:47:20","google,scopus,scopus","moss*--nitrogenfixation,moss*--communitycomposition,moss*--nitrogenfixation",4170
"3379","P Christie","Nitrogen in two contrasting Antarctic bryophyte communities",1987,"The Journal of Ecology","https://www.jstor.org/stable/2260537","","",74,180,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4171
"3380","LD Spiess, BB Lippincott, JA Lippincott","Moss growth and development is facilitated by natural bacterial flora",1984,"… alive on land: Proceedings of the …","https://link.springer.com/chapter/10.1007/978-94-009-6578-2_28","","10.1007/978-94-009-6578-2_28",9,181,"2024-07-03 09:47:20","google,google","moss*--nitrogenfixation,moss*--rhizoid",4172
"3381","X Fan, G Yuan, W Liu","Response strategies of N-fixation by epiphytic bryophytes to water change in a subtropical montane cloud forest",2022,"Ecological Indicators","https://www.sciencedirect.com/science/article/pii/S1470160X21011924","HTML","",11,182,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4173
"3382","B Englund","Algal nitrogen fixation on the lava field of Heimaey, Iceland",1978,"Oecologia","https://link.springer.com/article/10.1007/BF00346240","","10.1007/BF00346240",17,183,"2024-07-03 09:47:20","google,scopus","moss*--nitrogenfixation,moss*--rhizoid",4174
"3383","CC Cleveland, CRG Reis, SS Perakis, KA Dynarski…","Exploring the role of cryptic nitrogen fixers in terrestrial ecosystems: a frontier in nitrogen cycling research",2022,"Ecosystems","https://link.springer.com/article/10.1007/s10021-022-00804-2","HTML","10.1007/s10021-022-00804-2",9,184,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4175
"3384","LG Dickson","Constraints to nitrogen fixation by cryptogamic crusts in a polar desert ecosystem, Devon Island, NWT, Canada",2000,"Arctic, Antarctic, and Alpine Research","https://www.tandfonline.com/doi/abs/10.1080/15230430.2000.12003337","","10.1080/15230430.2000.12003337",109,186,"2024-07-03 09:47:20","google,scopus","moss*--nitrogenfixation,moss*--nitrogenfixation",4177
"3385","T Yin, M Feng, C Qiu, S Peng","Biological nitrogen fixation and nitrogen accumulation in peatlands",2022,"Frontiers in Earth Science","https://www.frontiersin.org/articles/10.3389/feart.2022.670867/full","HTML","10.3389/feart.2022.670867",16,187,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4178
"3386","DO Alvarenga, A Priemé, K Rousk","The Feather Moss Hylocomium splendens Affects the Transcriptional Profile of a Symbiotic Cyanobacterium in Relation to Acquisition and Turnover of Key …",2024,"Microbial Ecology","https://link.springer.com/article/10.1007/s00248-024-02363-6","HTML","10.1007/s00248-024-02363-6",1,188,"2024-07-03 09:47:20","google,google","moss*--nitrogenfixation,moss*--photosystem",4179
"3387","M Zheng, W Zhang, Y Luo, T Mori, Q Mao…","Different responses of asymbiotic nitrogen fixation to nitrogen addition between disturbed and rehabilitated subtropical forests",2017,"Science of the Total …","https://www.sciencedirect.com/science/article/pii/S0048969717314419","","",38,189,"2024-07-03 09:47:20","google,scopus","moss*--nitrogenfixation,moss*--nitrogenfixation",4180
"3388","CR Schwintzer","Nonsymbiotic and symbiotic nitrogen fixation in a weakly minerotrophic peatland",1983,"American journal of Botany","https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.1002/j.1537-2197.1983.tb07908.x","","10.1002/j.1537-2197.1983.tb07908.x",49,190,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4181
"3389","RC Stutz, LC Bliss","Nitrogen fixation in soils of Truelove Lowland, Devon Island, Northwest Territories",1975,"Canadian Journal of Botany","https://cdnsciencepub.com/doi/abs/10.1139/b75-168","","10.1139/b75-168",39,191,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4182
"3390","SJ Haynes, R Darnajoux, E Han, S Oleynik, E Zimble…","Quantification of biological nitrogen fixation by Mo-independent complementary nitrogenases in environmental samples with low nitrogen fixation activity",2022,"Scientific reports","https://www.nature.com/articles/s41598-022-24860-9","HTML","",2,192,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4183
"3391","X Lan, H Zhou, T Yao, W Dong, J Zhang, D Han","Community structure and function of cultivable endophytic bacteria isolated from four moss species in Qilian Mountain",2020,"Symbiosis","https://link.springer.com/article/10.1007/s13199-020-00669-w","HTML","10.1007/s13199-020-00669-w",9,193,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4184
"3392","K Rousk, PL Sorensen, S Lett, A Michelsen","Across-habitat comparison of diazotroph activity in the subarctic",2015,"Microbial Ecology","https://link.springer.com/article/10.1007/s00248-014-0534-y","HTML","10.1007/s00248-014-0534-y",61,195,"2024-07-03 09:47:20","google,scopus","moss*--nitrogenfixation,moss*--nitrogenfixation",4186
"3393","E Saiz Val","The effects of increased atmospheric reactive nitrogen deposition upon rates of biological nitrogen fixation in peatlands and temperate forests",2020,"","https://keele-repository.worktribe.com/OutputFile/465313","PDF","",1,196,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4187
"3394","Z Peng, LI Xin-rong, Z Zhi-shan…","Nitrogen fixation potential of biological soil crusts in southeast edge of Tengger Desert, Northwest China.",2012,"Yingyong Shengtai …","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10019332&AN=85607198&h=19HMXV%2FCA%2BnKxkDZfkLJWWWvuN4A1cRF7pMhgK3SLAoiT1UCidnDKl42vIGWdJeLzrT2LNmzwvuQ4ejg4OMwiQ%3D%3D&crl=c","","",8,197,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4188
"3395","B Solheim, M Zielke","Associations between cyanobacteria and mosses",2002,"Cyanobacteria in symbiosis","https://link.springer.com/content/pdf/10.1007/0-306-48005-0.pdf#page=142","","10.1007/0-306-48005-0",71,198,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4189
"3396","L Jingyu, L Jianli, Z Xiu, W Meng, Y Zhou…","Gene diversity and its function in the soil microbiome for moss crusts found southeast of the Tengger Desert",2018,"Biodiversity …","https://www.biodiversity-science.net/EN/abstract/abstract29237.shtml","","",6,200,"2024-07-03 09:47:20","google","moss*--nitrogenfixation",4191
"3397","X Zhang, J Wang, S Feng, X Yu, A Zhou","Morphological and physiological responses of Dianthus spiculifolius high wax mutant to low-temperature stress",2022,"Journal of Plant Physiology","https://www.sciencedirect.com/science/article/pii/S0176161722001481",NA,"",9,3,"2024-07-01 12:04:16","google","moss*--nonstomataldiffusion",4194
"3398","MI Arzac, J Miranda‐Apodaca, A de Los Ríos…","The outstanding capacity of Prasiola antarctica to thrive in contrasting harsh environments relies on the constitutive protection of thylakoids and on morphological …",2024,"The Plant …","https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16742",NA,"10.1111/tpj.16742",1,4,"2024-07-01 12:04:16","google","moss*--nonstomataldiffusion",4195
"3399","RA Keller","Tolerance in western hemlock",1973,"","https://open.library.ubc.ca/soa/cIRcle/collections/831/items/1.0101047",NA,"",1,5,"2024-07-01 12:04:16","google","moss*--nonstomataldiffusion",4196
"3400","N Szponar, Y Su, G Stupple…","Applying passive air sampling and isotopic characterization to assess spatial variability of gaseous elemental mercury across Ontario, Canada",2023,"Journal of …","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2022JD037361",NA,"10.1029/2022JD037361",1,6,"2024-07-01 12:04:16","google","moss*--nonstomataldiffusion",4197
"3401","P Brito Gutiérrez","Caracterización ecofisiológica de tres especies de briófitos de la Laurisilva canaria.",2021,"","https://riull.ull.es/xmlui/handle/915/24278",NA,"",0,7,"2024-07-01 12:04:16","google","moss*--nonstomataldiffusion",4198
"3402","SI Lang, R Aerts, RSP van Logtestijn…","Mapping nutrient resorption efficiencies of subarctic cryptogams and seed plants onto the Tree of Life",2014,"Ecology and …","https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.1079","","10.1002/ece3.1079",14,3,"2024-07-03 09:45:15","google,scopus","moss*--nutrientresorption,moss*--nutrientresorption",4201
"3403","LM van Heerwaarden","From leaf to litter: nutrient resorption in a changing environment",2004,"","https://research.vu.nl/files/42171859/complete%20dissertation.pdf","PDF","",7,4,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4202
"3404","X Liu, Z Wang, X Li, W Bao","Nitrogen and phosphorus translocation of forest floor mosses as affected by a pulse of these nutrients",2020,"Journal of Plant Ecology","https://academic.oup.com/jpe/article-abstract/13/5/633/5891166","","",5,5,"2024-07-03 09:45:15","google,google,scopus","moss*--nutrientresorption,moss*--phosphorus,moss*--nutrientresorption",4203
"3405","T Riis, KS Christoffersen…","Effects of warming on annual production and nutrient‐use efficiency of aquatic mosses in a high Arctic lake",2014,"Freshwater …","https://onlinelibrary.wiley.com/doi/abs/10.1111/fwb.12368","","10.1111/fwb.12368",18,7,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4205
"3406","K Thiemer, DM Christiansen, NS Petersen…","Reconstruction of annual growth in relation to summer temperatures and translocation of nutrients in the aquatic moss Drepanocladus trifarius from West …",2018,"Polar Biology","https://link.springer.com/article/10.1007/s00300-018-2371-9","HTML","10.1007/s00300-018-2371-9",8,8,"2024-07-03 09:45:15","google,google,scopus","moss*--nutrientresorption,moss*--phosphorus,moss*--nutrientresorption",4206
"3407","R Aerts, JHC Cornelissen, RSP Van Logtestijn…","Climate change has only a minor impact on nutrient resorption parameters in a high-latitude peatland",2007,"Oecologia","https://link.springer.com/article/10.1007/s00442-006-0575-0","HTML","10.1007/s00442-006-0575-0",96,9,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4207
"3408","C Liu, Y Liu, K Guo, S Wang, Y Yang","Concentrations and resorption patterns of 13 nutrients in different plant functional types in the karst region of south-western China",2014,"Annals of Botany","https://academic.oup.com/aob/article-abstract/113/5/873/160164","","",96,10,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4208
"3409","JW Xu, G Lin, B Liu, R Mao","Linking leaf nutrient resorption and litter decomposition to plant mycorrhizal associations in boreal peatlands",2020,"Plant and Soil","https://link.springer.com/article/10.1007/s11104-020-04449-9","HTML","10.1007/s11104-020-04449-9",30,11,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4209
"3410","S Gao, Y Song, C Song, X Wang, C Gong, X Ma…","Long-term nitrogen addition alters peatland plant community structure and nutrient resorption efficiency",2022,"Science of The Total …","https://www.sciencedirect.com/science/article/pii/S0048969722042747","","",4,12,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4210
"3411","M Wang","The C: N: P: K stoichiometry in an ombrotrophic peatland",2014,"","https://escholarship.mcgill.ca/concern/theses/ft848t68g","","",0,13,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4211
"3412","M Wang, T Larmola, MT Murphy, TR Moore, JL Bubier","Stoichiometric response of shrubs and mosses to long-term nutrient (N, P and K) addition in an ombrotrophic peatland",2016,"Plant and Soil","https://link.springer.com/article/10.1007/s11104-015-2744-6","HTML","10.1007/s11104-015-2744-6",37,14,"2024-07-03 09:45:15","google,google","moss*--nutrientresorption,moss*--phosphorus",4212
"3413","P Zhou, WH Zhuang, MM Li, D Zhang…","Response of nutrient resorption characteristics of leaves and rhizosphere soils to vegetation succession along the early vegetation primary succession stages in …",2022,"Applied Ecology & …","https://www.aloki.hu/pdf/2006_48354854.pdf","PDF","",0,16,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4214
"3414","A Kučerová, L Adamec","Foliar resorption efficiency does not change along an elevational gradient in two dominant peatbog plant species",2022,"Folia Geobotanica","https://link.springer.com/article/10.1007/s12224-023-09427-4","HTML","10.1007/s12224-023-09427-4",2,18,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4216
"3415","SL Miao","Rhizome growth and nutrient resorption: mechanisms underlying the replacement of two clonal species in Florida Everglades",2004,"Aquatic Botany","https://www.sciencedirect.com/science/article/pii/S0304377003001438","","",66,19,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4217
"3416","R Li, PP Wu, C Peng, FX Shi, R Mao","Shifted plant composition predominantly controls nitrogen addition effect on community-level leaf nutrient resorption in a boreal peatland",2024,"Plant and Soil","https://link.springer.com/article/10.1007/s11104-023-06280-4","HTML","10.1007/s11104-023-06280-4",0,20,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4218
"3417","RL Eckstein","Nitrogen retention by Hylocomium splendens in a subarctic birch woodland",2000,"Journal of Ecology","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-2745.2000.00480.x","","10.1046/j.1365-2745.2000.00480.x",80,22,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4220
"3418","Bagedeng, G Xia, T Lin, Z Xu, Y Wang","Analysis of nutrient resorption efficiency and homeostasis of four tree species in Kanas natural forest, Xinjiang, China",2022,"Frontiers in Ecology and …","https://www.frontiersin.org/articles/10.3389/fevo.2022.1046444/full","HTML","10.3389/fevo.2022.1046444",1,23,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4221
"3419","S Jonasson, GR Shaver","Within‐stand nutrient cycling in arctic and boreal wetlands",1999,"Ecology","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/0012-9658(1999)080[2139:WSNCIA]2.0.CO;2","","10.1890/0012-9658(1999)080[2139:WSNCIA]2.0.CO;2",142,24,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4222
"3420","Y Cong, Z Zhang, B Liu, Y Chen, X Li…","Resource Remobilization Efficiency Varies With Plant Growth Form but Not Between Fens and Bogs",2022,"Frontiers in Earth …","https://www.frontiersin.org/articles/10.3389/feart.2021.827721/full","HTML","10.3389/feart.2021.827721",0,27,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4225
"3421","J Limpens, MMPD Heijmans","Swift recovery of Sphagnum nutrient concentrations after excess supply",2008,"Oecologia","https://link.springer.com/article/10.1007/s00442-008-1046-6","HTML","10.1007/s00442-008-1046-6",34,28,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4226
"3422","BV among Growth-forms","The Mineral Nutrition of Wild Plants Revisited: A",NA,"researchgate.net","https://www.researchgate.net/profile/F-Stuart-Chapin-Iii/publication/201995647_The_Mineral_Nutrition_of_Wild_Plants_Revisited_A_Re-Evaluation_of_Processes_and_Patterns/links/64891832712bd8296221abab/The-Mineral-Nutrition-of-Wild-Plants-Revisited-A-Re-Evaluation-of-Processes-and-Patterns.pdf","PDF","",0,30,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4228
"3423","WA Hoch, EL Singsaas, BH McCown","Resorption protection. Anthocyanins facilitate nutrient recovery in autumn by shielding leaves from potentially damaging light levels",2003,"Plant physiology","https://academic.oup.com/plphys/article-abstract/133/3/1296/6111928","","",268,31,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4229
"3424","RJ Keenan, CE Prescott…","Litter production and nutrient resorption in western red cedar and western hemlock forests on northern Vancouver Island, British Columbia",1995,"Canadian Journal of …","https://cdnsciencepub.com/doi/abs/10.1139/x95-199","","10.1139/x95-199",47,32,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4230
"3425","P Cartaxana, F Catarino","Nitrogen resorption from senescing leaves of three salt marsh plant species",2002,"Plant Ecology","https://link.springer.com/article/10.1023/A:1015595430010","","10.1023/A:1015595430010",29,33,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4231
"3426","L Kou, H Wang, W Gao, W Chen, H Yang, S Li","Nitrogen addition regulates tradeoff between root capture and foliar resorption of nitrogen and phosphorus in a subtropical pine plantation",2017,"Trees","https://link.springer.com/article/10.1007/s00468-016-1457-7","HTML","10.1007/s00468-016-1457-7",46,34,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4232
"3427","R Aerts","Nitrogen partitioning between resorption and decomposition pathways: a trade-off between nitrogen use efficiency and litter decomposibility?",1997,"Oikos","https://www.jstor.org/stable/3546636","","",126,36,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4234
"3428","VG Salmon, DJ Brice, S Bridgham, J Childs, J Graham…","Nitrogen and phosphorus cycling in an ombrotrophic peatland: a benchmark for assessing change",2021,"Plant and Soil","https://link.springer.com/article/10.1007/s11104-021-05065-x","HTML","10.1007/s11104-021-05065-x",27,37,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4235
"3429","FLTO LITTER","View metadata, citation and similar papers at core. ac. uk",NA,"core.ac.uk","https://core.ac.uk/download/pdf/15451074.pdf","PDF","",0,38,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4236
"3430","JT Tessier, DJ Raynal","Vernal nitrogen and phosphorus retention by forest understory vegetation and soil microbes",2003,"Plant and Soil","https://link.springer.com/article/10.1023/A:1026163313038","","10.1023/A:1026163313038",63,40,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4238
"3431","E Rejmánková, JM Snyder","Emergent macrophytes in phosphorus limited marshes: do phosphorus usage strategies change after nutrient addition?",2008,"Plant and Soil","https://link.springer.com/article/10.1007/s11104-008-9687-0","HTML","10.1007/s11104-008-9687-0",40,42,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4240
"3432","SS Hollis","Patterns of Mineral Element Retranslocation in Four Species of Tropical Montane Forest Trees in Monteverde, Costa Rica",2008,"","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=bee810b21eb25fd226178f241d555c3536c2340f","PDF","",0,43,"2024-07-03 09:45:15","google","moss*--nutrientresorption",4241
