"","Authors","Title","Year","Source","ArticleURL","Type","DOI","Cites","GSRank","QueryDate","Database","SearchTerms","RecordID"
"4994","N Silvan, J Hytönen","Impact of ash-fertilization and soil preparation on soil respiration and vegetation colonization on cutaway peatlands",2016,"","https://jukuri.luke.fi/handle/10024/535262","","",14,160,"2024-07-24 08:20:24","google,google","peat--respiration,peat--respiration",156095
"4995","P Doelman, L Haanstra","Effect of lead on soil respiration and dehydrogenase activity",1979,"Soil Biology and Biochemistry","https://www.sciencedirect.com/science/article/pii/0038071779900051","","",232,162,"2024-07-24 08:20:24","google,google,scopus","peat--respiration,peat--respiration,peat--respiration",156097
"4996","B D'angelo, S Gogo, F Laggoun-Défarge…","Soil temperature synchronisation improves representation of diel variability of ecosystem respiration in Sphagnum peatlands",2016,"Agricultural and Forest …","https://www.sciencedirect.com/science/article/pii/S0168192316302088","","",15,163,"2024-07-24 08:20:24","google,google","peat--respiration,peat--respiration",156098
"4997","A Hairani, N Wakhid","Root Respiration from Rubber Trees Developed on Peat Soil Under Different Climatic Conditions",2023,"International Conference on Radioscience …","https://link.springer.com/chapter/10.1007/978-981-97-0740-9_60","","10.1007/978-981-97-0740-9_60",0,164,"2024-07-24 08:20:24","google,google,scopus","peat--respiration,peat--respiration,peat--phenology",156099
"4998","MJI Briones, NP McNamara, J Poskitt…","Interactive biotic and abiotic regulators of soil carbon cycling: evidence from controlled climate experiments on peatland and boreal soils",2014,"Global Change …","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.12585","","10.1111/gcb.12585",80,169,"2024-07-24 08:20:24","google,google,google","peat--respiration,peat--respiration,peat--respiration",156104
"4999","CC Treat, WM Wollheim, RK Varner…","Temperature and peat type control CO2 and CH4 production in Alaskan permafrost peats",2014,"Global Change …","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.12572","","10.1111/gcb.12572",218,170,"2024-07-24 08:20:24","google,google,google","peat--respiration,peat--respiration,peat--respiration",156105
"5000","R Juszczak, M Acosta, J Olejnik","Comparison of Daytime and Nighttime Ecosystem Respiration Measured by the Closed Chamber Technique on a Temperate Mire in Poland.",2012,"Polish Journal of Environmental …","https://www.pjoes.com/pdf-88794-22653?filename=22653.pdf","PDF","",46,173,"2024-07-24 08:20:24","google,google","peat--respiration,peat--respiration",156108
"5001","H Koizumi, M Kontturi, S Mariko, T Nakadai…","Soil respiration in three soil types in agricultural ecosystems in Finland",1999,"… , Section B-Plant Soil …","https://www.tandfonline.com/doi/abs/10.1080/09064719950135560","","10.1080/09064719950135560",70,174,"2024-07-24 08:20:24","google,google,scopus","peat--respiration,peat--respiration,peat--watercontent",156109
"5002","AL Gill, MA Giasson, R Yu, AC Finzi","Deep peat warming increases surface methane and carbon dioxide emissions in a black spruce‐dominated ombrotrophic bog",2017,"Global change biology","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.13806","","10.1111/gcb.13806",79,177,"2024-07-24 08:20:24","google,google","peat--respiration,peat--respiration",156112
"5003","E Kang, Y Li, X Zhang, Z Yan, W Zhang, K Zhang…","Extreme drought decreases soil heterotrophic respiration but not methane flux by modifying the abundance of soil microbial functional groups in alpine peatland",2022,"Catena","https://www.sciencedirect.com/science/article/pii/S0341816222000297","","",16,179,"2024-07-24 08:20:24","google,google","peat--respiration,peat--respiration",156114
"5004","J Kim, SB Verma","Soil surface CO2 flux in a Minnesota peatland",1992,"Biogeochemistry","https://link.springer.com/article/10.1007/BF00000425","","10.1007/BF00000425",131,180,"2024-07-24 08:20:24","google,google","peat--respiration,peat--respiration",156115
"5005","J Beer, K Lee, M Whiticar…","Geochemical controls on anaerobic organic matter decomposition in a northern peatland",2008,"Limnology and …","https://aslopubs.onlinelibrary.wiley.com/doi/abs/10.4319/lo.2008.53.4.1393","","10.4319/lo.2008.53.4.1393",86,181,"2024-07-24 08:20:24","google,google,scopus","peat--respiration,peat--respiration,peat--respiration",156116
"5006","G Bengtsson, N Törneman","Dissolved organic carbon dynamics in the peat–streamwater interface",2004,"Biogeochemistry","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1023/B:BIOG.0000049338.81809.7c&casa_token=vfKGqEvl16MAAAAA:L8p76DVP5zBA3nCwTjXlhpDhFOZrAYaswFWQMAW34W7ju7pwkqIElUSymLEecnJ06pY8qvNBanRgo7JNf68","","10.1023/B:BIOG.0000049338.81809.7c",30,182,"2024-07-24 08:20:24","google,google","peat--respiration,peat--respiration",156117
"5007","L Zeh, J Limpens, B Erhagen, L Bragazza, K Kalbitz","Plant functional types and temperature control carbon input via roots in peatland soils",2019,"Plant and Soil","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11104-019-03958-6&casa_token=kOKYJA9mVPEAAAAA:Va5mtc6KFHTJhGy9TKTwYwxP_VUFZw7Vc5ahcCOyFZa3vz-xJGT4e2WCn5LeAYSHz4fX-mttT8ilNa9ky0M","HTML","10.1007/s11104-019-03958-6",26,185,"2024-07-24 08:20:24","google,google","peat--respiration,peat--respiration",156120
"5008","C Winsborough, N Basiliko","Fungal and bacterial activity in northern peatlands",2010,"Geomicrobiology Journal","https://www.tandfonline.com/doi/abs/10.1080/01490450903424432","","10.1080/01490450903424432",67,186,"2024-07-24 08:20:24","google,google","peat--respiration,peat--respiration",156121
"5009","K Ishikura, R Hirata, T Hirano, Y Okimoto, GX Wong…","Carbon dioxide and methane emissions from peat soil in an undrained tropical peat swamp forest",2019,"Ecosystems","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10021-019-00376-8&casa_token=-t5v0g7815MAAAAA:haRXUoqYR2plM9pnZ-QOujhiR6lNo7WBy-XpO_4RuHMBsYcHwlH-M6QI5GyIBF7G4t3RrXLfWY8e7sAYjS0","HTML","10.1007/s10021-019-00376-8",36,187,"2024-07-24 08:20:24","google,google,google","peat--respiration,peat--respiration,peat--soil",156122
"5010","P Mäkiranta, K Minkkinen, J Hytönen, J Laine","Factors causing temporal and spatial variation in heterotrophic and rhizospheric components of soil respiration in afforested organic soil croplands in Finland",2008,"Soil Biology and …","https://www.sciencedirect.com/science/article/pii/S0038071708000631","","",90,190,"2024-07-24 08:20:24","google,google,scopus","peat--respiration,peat--respiration,peat--respiration",156125
"5011","WF DeBusk, KR Reddy","Nutrient and hydrology effects on soil respiration in a northern Everglades marsh",2003,"Journal of environmental quality","https://acsess.onlinelibrary.wiley.com/doi/abs/10.2134/jeq2003.7020","","10.2134/jeq2003.7020",86,193,"2024-07-24 08:20:24","google,google,scopus","peat--respiration,peat--respiration,peat--photosynthesis",156128
"5012","JJ Dick, C Soulsby, C Birkel, I Malcolm, D Tetzlaff","Continuous dissolved oxygen measurements and modelling metabolism in Peatland Streams",2016,"PloS one","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0161363","HTML","",16,195,"2024-07-24 08:20:24","google,google","peat--respiration,peat--respiration",156130
"5013","AM Hoyt, L Gandois, J Eri, FM Kai…","CO2 emissions from an undrained tropical peatland: Interacting influences of temperature, shading and water table depth",2019,"Global Change …","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.14702","","10.1111/gcb.14702",38,196,"2024-07-24 08:20:24","google,google","peat--respiration,peat--respiration",156131
"5014","S Hall, DW Hopkins","A microbial biomass and respiration of soil, peat and decomposing plant litter in a raised mire.",2015,"","http://pse.agriculturejournals.cz/pdfs/pse/2015/09/04.pdf","PDF","",7,198,"2024-07-24 08:20:24","google,google","peat--respiration,peat--respiration",156133
"5015","PD Moore","Biological processes controlling the development of modern peat-forming ecosystems",1995,"International Journal of Coal Geology","https://www.sciencedirect.com/science/article/pii/0166516295000151","","",45,199,"2024-07-24 08:20:24","google,google","peat--respiration,peat--respiration",156134
"5016","JP Chanton, PH Glaser, LS Chasar…","Radiocarbon evidence for the importance of surface vegetation on fermentation and methanogenesis in contrasting types of boreal peatlands",2008,"Global …","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2008gb003274","","10.1029/2008gb003274",183,200,"2024-07-24 08:20:24","google,google,scopus,scopus","peat--respiration,peat--respiration,peat--distribution,peat--respiration",156135
"5017","K Pocock, JG Duckett","On the occurrence of branched and swollen rhizoids in British hepatics: their relationships with the substratum and associations with fungi",1985,"New Phytologist","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1985.tb03657.x","","10.1111/j.1469-8137.1985.tb03657.x",67,1,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156136
"5018","JG Duckett, KS Renzaglia, K Pell","A light and electron microscope study of rhizoid–ascomycete associations and flagelliform axes in British hepatics with observations on the effects of the fungi on host …",1991,"New Phytologist","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1991.tb00975.x","","10.1111/j.1469-8137.1991.tb00975.x",64,2,"2024-07-23 09:00:53","google,google,scopus","peat--rhizoid,peat--rhizoid,peat--rhizoid",156137
"5019","P Kenrick","The origin of roots",2002,"Plant roots","https://www.taylorfrancis.com/chapters/edit/10.1201/9780203909423-10/origin-roots-paul-kenrick","","10.1201/9780203909423-10",71,3,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156138
"5020","JG Duckett","Studies of protonemal morphogenesis in mosses VI. The foliar rhizoids of Calliergon stramineum (Brid.) Kindb. function as organs of attachment",1994,"Journal of Bryology","https://www.tandfonline.com/doi/abs/10.1179/jbr.1994.18.2.239","","10.1179/jbr.1994.18.2.239",24,4,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156139
"5021","JG Duckett, DJ Read","Ericoid mycorrhizas and rhizoid‐ascomycete associations in liverworts share the same mycobiont: isolation of the partners and resynthesis of the associations in vitro",1995,"New phytologist","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1995.tb04315.x","","10.1111/j.1469-8137.1995.tb04315.x",78,5,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156140
"5022","JG Duckett, HW Matcham","Studies of protonemal morphogenesis in mosses VII. The perennial rhizoids and gemmiferous protonema of Dicranella heteromalla (Hedw.) Schimp",1995,"Journal of Bryology","https://www.tandfonline.com/doi/abs/10.1179/jbr.1995.18.3.407","","10.1179/jbr.1995.18.3.407",22,7,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156142
"5023","GH Heath, LC Luckwill, OJ Pullen","The rooting systems of heath plants",1938,"The Journal of Ecology","https://www.jstor.org/stable/2256252","","",65,8,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156143
"5024","S McLoughlin, C Strullu-Derrien","Biota and palaeoenvironment of a high middle-latitude Late Triassic peat-forming ecosystem from Hopen, Svalbard archipelago",2016,"Geological Society, London …","https://www.lyellcollection.org/doi/abs/10.1144/sp434.4","","10.1144/sp434.4",26,9,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156144
"5025","JG Duckett, RS Clymo","Regeneration of bog liverworts",1988,"New Phytologist","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1988.tb00244.x","","10.1111/j.1469-8137.1988.tb00244.x",37,11,"2024-07-23 09:00:53","google,google,scopus","peat--rhizoid,peat--rhizoid,peat--rhizoid",156146
"5026","Y Yuliar, Z Abidin…","Potency of biocontrol agents isolated from compost and peat soil of tropical peat swamp forest in Kalampangan zone, central Kalimantan",2011,"Indonesian Journal of …","http://ejournal.forda-mof.org/ejournal-litbang./index.php/IJFR/article/view/44","","",6,12,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156147
"5027","AG Lyon, D Edwards","The first zosterophyll from the Lower Devonian Rhynie chert, Aberdeenshire",1991,"… Science Transactions of the Royal Society of …","https://www.cambridge.org/core/journals/earth-and-environmental-science-transactions-of-royal-society-of-edinburgh/article/first-zosterophyll-from-the-lower-devonian-rhynie-chert-aberdeenshire/FE5618260705743ECCEA0341737C9C5B","","",71,13,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156148
"5028","S Pressel, R Ligrone, JG Duckett","Chapter Six: the ascomycete Rhizoscyphus ericae elicits a range of host responses in the rhizoids of leafy liverworts: an experimental and cytological analysis",2008,"Fieldiana Botany","https://bioone.org/journals/fieldiana-botany/volume-270/issue-47/0015-0746-47.1.59/Chapter-Six--The-Ascomycete-span-classgenus-speciesRhizoscyphus-ericae-span/10.3158/0015-0746-47.1.59.short","","10.3158/0015-0746-47.1.59.short",18,15,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156150
"5029","W Zhao, Z Li, Y Hu, M Wang, S Zheng, Q Li…","Development of a method for protonema proliferation of peat moss (Sphagnum squarrosum) through regeneration analysis",2019,"New …","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/nph.15394","","10.1111/nph.15394",19,16,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156151
"5030","S Sato","Vegetation sheet",2022,"US Patent App. 17/264,175","https://patents.google.com/patent/US20220174894A1/en","","",0,17,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156152
"5031","X Liu, P Zhou, X Li, D Zhang","Propagation of desert moss Syntrichia caninervis in peat pellet: a method for rapidly obtaining large numbers of cloned gametophytes",2021,"Plant Methods","https://link.springer.com/article/10.1186/s13007-021-00740-7","HTML","10.1186/s13007-021-00740-7",10,18,"2024-07-23 09:00:53","google,google,scopus","peat--rhizoid,peat--rhizoid,peat--rhizoid",156153
"5032","YV Mosseichik, MS Ignatov, IA Ignatiev","A bryophyte-like plant from the Lower Carboniferous of the Moscow Coal Basin",2007,"Arctoa","https://elibrary.ru/item.asp?id=11845521","","",5,19,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156154
"5033","J Horne","The discovery of silicified peat beds in the Scottish Old Red Sandstone",1917,"Scottish Geographical Magazine","https://www.tandfonline.com/doi/pdf/10.1080/14702541708554869","","10.1080/14702541708554869",1,20,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156155
"5034","AC Bippus, R Mindell, GW Rothwell…","PERMINERALIZED GAMETOPHYTES FROM VANCOUVER ISLAND REVEAL THAT PEAT MOSSES (SPHAGNUM) WERE ANATOMICALLY DIVERSE BY THE …",NA,"AN ABSTRACT OF …","https://ir.library.oregonstate.edu/downloads/4m90f4036#page=112","PDF","",0,21,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156156
"5035","V Hintikka","Variation in gametophyte morphology of Sphagnum fallax in aseptic culture",1972,"Annales Botanici Fennici","https://www.jstor.org/stable/23724935","","",13,22,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156157
"5036","W Leach","On the importance of some mosses as pioneers on unstable soils",1931,"Journal of Ecology","https://www.jstor.org/stable/2255941","","",56,23,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156158
"5037","EL Smoot, TN Taylor","Structurally preserved fossil plants from Antarctica: II. A Permian moss from the Transantarctic Mountains",1986,"American Journal of Botany","https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.1002/j.1537-2197.1986.tb09699.x","","10.1002/j.1537-2197.1986.tb09699.x",81,24,"2024-07-23 09:00:53","google,google,scopus","peat--rhizoid,peat--rhizoid,peat--rhizoid",156159
"5038","JA GOODE, JG DUCKETT, AD STEAD","Protonemal Morphogenesis of the Moss Tetraphis pellucida Hedw. in Culture and in the Wild",1992,"Annals of Botany","https://academic.oup.com/aob/article-abstract/70/6/519/349678","","",20,25,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156160
"5039","ES Foteu Madio","Physical and geotechnical influences on peat instability",2013,"","http://eprints.kingston.ac.uk/id/eprint/27600/","","",2,26,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156161
"5040","JS Esterle","Trends in petrographic and chemical characteristics of tropical domed peats in Indonesia and Malaysia as analogues for coal formation",1990,"","https://search.proquest.com/openview/73de296b04dfe738c507c646d491b255/1?pq-origsite=gscholar&cbl=18750&diss=y","BOOK","",51,28,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156163
"5041","L Musci, M Bisch","Physical characteristics",NA,"cloudflare-ipfs.com","https://cloudflare-ipfs.com/ipfs/QmXoypizjW3WknFiJnKLwHCnL72vedxjQkDDP1mXWo6uco/wiki/Moss.html","HTML","",0,29,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156164
"5042","GJ Retallack","What to call early plant formations on land",1992,"Palaios","https://www.jstor.org/stable/3514848","","",55,30,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156165
"5043","R Kidston, WH Lang","XXIV.—On Old Red Sandstone Plants showing Structure, from the Rhynie Chert Bed, Aberdeenshire. Part II. Additional Notes on Rhynia Gwynne-Vaughani, Kidston …",1920,"… Science Transactions of the Royal Society of …","https://www.cambridge.org/core/journals/earth-and-environmental-science-transactions-of-royal-society-of-edinburgh/article/xxivon-old-red-sandstone-plants-showing-structure-from-the-rhynie-chert-bed-aberdeenshire-part-ii-additional-notes-on-rhynia-gwynnevaughani-kidston-and-lang-with-descriptions-of-rhynia-major-nsp-and-hornea-lignieri-ng-nsp/512B444E47B8217ED83C626D44C83171","","",360,31,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156166
"5044","JG DUCKETT, AM SCHMID…","15. Protonemal morphogenesis",2018,"Bryology for the Twenty …","https://books.google.com/books?hl=en&lr=&id=DFUPEAAAQBAJ&oi=fnd&pg=PA223&dq=peat+rhizoid&ots=ERZ5Xk50Av&sig=ajBWkqQhgDQvKqn_ypKKG0EBxWE","","",0,32,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156167
"5045","C Cardona-Correa","Ecological and Evolutionary Aspects of Sphagnum Biology",2013,"","https://search.proquest.com/openview/fd6ce3e36c41d54f379d78b2eb8a1417/1?pq-origsite=gscholar&cbl=18750","","",0,33,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156168
"5046","SV Naugolnykh","Peat accumulation and Early Carboniferous environments of the Kizel coal basin, the Urals, Russia",2022,"Acta Geologica Sinica‐English Edition","https://onlinelibrary.wiley.com/doi/abs/10.1111/1755-6724.14798","","10.1111/1755-6724.14798",3,34,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156169
"5047","A Prager, A Barthelmes, M Theuerkauf…","Non-pollen palynomorphs from modern Alder carrs and their potential for interpreting microfossil data from peat",2006,"Review of Palaeobotany …","https://www.sciencedirect.com/science/article/pii/S0034666706000820","","",76,35,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156170
"5048","A MacArthur","Field Trip: Kopouatai Peat Dome, Hauraki Plains 16/10/04",NA,"bts.nzpcn.org.nz","https://bts.nzpcn.org.nz/site/assets/files/22846/abj59_2_2004-115-18-kopouat.pdf","PDF","",0,36,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156171
"5049","EVG Groeneveld, L Rochefort","Polytrichum Strictum as a Solution to Frost Heaving in Disturbed Ecosystems: A Case Study with Milled Peatlands",2005,"Restoration Ecology","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1526-100X.2005.00009.x","","10.1111/j.1526-100X.2005.00009.x",98,38,"2024-07-23 09:00:53","google,google,scopus","peat--rhizoid,peat--rhizoid,peat--watercontent",156173
"5050","WB Schofield","Ecological significance of morphological characters in the moss gametophyte",1981,"Bryologist","https://www.jstor.org/stable/3242819","","",122,39,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156174
"5051","PG Gensel, I Glasspool, RA Gastaldo, M Libertin…","Back to the beginnings: The Silurian-Devonian as a time of major innovation in plants and their communities",2020,"Nature through Time …","https://link.springer.com/chapter/10.1007/978-3-030-35058-1_15","","10.1007/978-3-030-35058-1_15",17,41,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156176
"5052","V Hugonnot, G Balluet, J Celle","Aerial and underground biomasses of three Sphagnum-dwelling liverworts",2015,"Journal of Bryology","https://www.tandfonline.com/doi/full/10.1179/1743282015Y.0000000006","","10.1179/1743282015Y.0000000006",5,42,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156177
"5053","H Rydin, U Gunnarsson, S Sundberg","The Role of Sphagnum in Peatland Development and Persistence",2006,"Boreal peatland ecosystems","https://link.springer.com/chapter/10.1007/978-3-540-31913-9_4","","10.1007/978-3-540-31913-9_4",176,43,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156178
"5054","D Edwards","Glimpses of the botanical history of Wales",2017,"The Transactions of the Honourable Society of …","https://core.ac.uk/download/pdf/444044669.pdf","PDF","",0,44,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156179
"5055","BC O'Kelly","Measurement, interpretation and recommended use of laboratory strength properties of fibrous peat",2017,"Geotechnical Research","https://www.icevirtuallibrary.com/doi/abs/10.1680/jgere.17.00006","","10.1680/jgere.17.00006",32,45,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156180
"5056","AT Keightley","Micro-propagated Sphagnum introduction to a degraded lowland bog: photosynthesis, growth and gaseous carbon fluxes",2020,"","https://e-space.mmu.ac.uk/id/eprint/627236","","",3,46,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156181
"5057","W Saeed, S Naseem, D Gohar, Z Ali","Efficient and reproducible somatic embryogenesis and micropropagation in tomato via novel structures-Rhizoid Tubers",2019,"PLoS One","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0215929","HTML","",39,47,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156182
"5058","LJ Peat","Identification and organization of the cytoskeleton in the alga Vaucheria longicaulis var. macounii",1992,"","https://open.library.ubc.ca/soa/cIRcle/collections/ubctheses/831/items/1.0086582","","",0,48,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156183
"5059","TG Elumeeva, NA Soudzilovskaia…","The importance of colony structure versus shoot morphology for the water balance of 22 subarctic bryophyte species",2011,"Journal of …","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1654-1103.2010.01237.x","","10.1111/j.1654-1103.2010.01237.x",145,49,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156184
"5060","P Karunen, L Heikkilä, E Kälviäinen","Lipid polymers from the turf-forming moss Dicranum elongatum",1987,"Phytochemistry","https://www.sciencedirect.com/science/article/pii/S0031942200822761","","",5,50,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156185
"5061","J Zheng, D Zhang, H Li, C Peng, Y Liu, D Li","Rhizoid-associated cyanobacteria are the main contributors to biological nitrogen fixation in restored moss crust",2023,"Rhizosphere","https://www.sciencedirect.com/science/article/pii/S2452219823001556","","",1,52,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156187
"5062","TT Efremova, AF Avrova, SP Efremov","Formalized classification of moss litters in swampy spruce forests of intermontane depressions of Kuznetsk Alatau",2016,"Eurasian Soil Science","https://link.springer.com/article/10.1134/S1064229316090039","","10.1134/S1064229316090039",0,53,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156188
"5063","A Hetherington","Evolution and morphology of lycophyte root systems",2017,"","https://ora.ox.ac.uk/objects/uuid:32f8ab1c-107d-42cf-b3fb-6a6ed832d311","","",0,54,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156189
"5064","T Arts","Rhizoidal tubers and protonemal gemmae in European Ditrichum species",1994,"Journal of Bryology","https://www.tandfonline.com/doi/abs/10.1179/jbr.1994.18.1.43","","10.1179/jbr.1994.18.1.43",21,55,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156190
"5065","C Baars, T Hefin Jones…","Microcosm studies of the role of land plants in elevating soil carbon dioxide and chemical weathering",2008,"Global biogeochemical …","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2008GB003228","","10.1029/2008GB003228",20,56,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156191
"5066","F Cavers","On the structure and biology of Fegatella conica",1904,"Annals of Botany","https://www.jstor.org/stable/43235560","","",65,57,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156192
"5067","R Kidston, WH Lang","… .—On Old Red Sandstone plants showing structure, from the Rhynie Chert Bed, Aberdeenshire. Part V. The Thallophyta occurring in the peat-bed; the succession of …",1921,"… Science Transactions of the Royal Society of …","https://www.cambridge.org/core/journals/earth-and-environmental-science-transactions-of-royal-society-of-edinburgh/article/xxxiiion-old-red-sandstone-plants-showing-structure-from-the-rhynie-chert-bed-aberdeenshire-part-v-the-thallophyta-occurring-in-the-peatbed-the-succession-of-the-plants-throughout-a-vertical-section-of-the-bed-and-the-conditions-of-accumulation-and-preservation-of-the-deposit/39ABDB84F903F266BE5DFEEE9C687F69","","",358,58,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156193
"5068","N Van der Putten, D Mauquoy, C Verbruggen…","Subantarctic peatlands and their potential as palaeoenvironmental and palaeoclimatic archives",2012,"Quaternary …","https://www.sciencedirect.com/science/article/pii/S1040618211004307","","",33,59,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156194
"5069","D Mauquoy","Testing the sensitivity of the palaeoclimatic signal from ombrotrophic peat stratigraphy",1997,"","https://eprints.soton.ac.uk/463092/","","",11,60,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156195
"5070","TT Efremova, SP Efremov, AF Avrova","Correlation between the morphogenetic types of litter and their properties in bog birch forests",2010,"Eurasian Soil Science","https://link.springer.com/article/10.1134/S106422931008003X","","10.1134/S106422931008003X",10,62,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156197
"5071","TT Efremova, AF Avrova, SP Efremov","Formalized analysis of associativity of morphogenetic types and humus condition of ground litter in marsh birch forests",2013,"Contemporary Problems of Ecology","https://link.springer.com/article/10.1134/S199542551305003X","","10.1134/S199542551305003X",1,63,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156198
"5072","J Pietrykowska","Investigation on the germination of spores of the fern Matteucia struthiopteris (L.) Tod.",1962,"Acta Societatis Botanicorum Poloniae","https://pbsociety.org.pl/journals/index.php/asbp/article/download/5788/5031","PDF","",14,64,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156199
"5073","SYAC Doo, WW Than, MLL Phye","The production of Rhizobium, Bio-fertilizer in the treatment to enhance the growth of commercially important Padauk and Pyinkado seedlings",2008,"","https://www.forestdepartment.gov.mm/sites/default/files/Research%20Books%20file/3-2008.pdf","PDF","",0,65,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156200
"5074","D Edwards","The early history of vascular plants based on late Silurian and early Devonian floras of the British Isles",1979,"Geological Society, London, Special Publications","https://www.lyellcollection.org/doi/abs/10.1144/gsl.sp.1979.008.01.46","","10.1144/gsl.sp.1979.008.01.46",15,68,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156203
"5075","J Warburton, D Higgitt, A Mills","Anatomy of a Pennine peat slide, Northern England",2003,"Earth Surface Processes and …","https://onlinelibrary.wiley.com/doi/abs/10.1002/esp.452","","10.1002/esp.452",49,69,"2024-07-23 09:00:53","google,google","peat--rhizoid,peat--rhizoid",156204
